0.000000 0.000000 0.000000 1.000000 0.000000 0.000000
2.182488 0.000000 0.025133 0.004080 0.000632 0.025133
0.114926 0.000000 0.050265 0.003932 0.002527 0.050265
0.042719 0.000000 0.075398 0.003605 0.005685 0.075398
0.040416 0.000000 0.100531 0.003214 0.010106 0.100531
0.041088 0.000000 0.125664 0.002839 0.015791 0.125664
0.043375 0.000000 0.150796 0.002336 0.022740 0.150796
0.043344 0.000000 0.175929 0.001905 0.030951 0.175929
0.046024 0.000000 0.201062 0.001446 0.040426 0.201062
0.044202 0.000000 0.226195 0.001053 0.051164 0.226195
0.046745 0.000000 0.251327 0.000725 0.063165 0.251327
0.047141 0.000000 0.276460 0.000483 0.076430 0.276460
0.046412 0.000000 0.301593 0.000298 0.090958 0.301593
0.049140 0.000000 0.326726 0.000189 0.106750 0.326726
0.050572 0.000000 0.351858 0.000138 0.123804 0.351858
0.053871 0.000000 0.376991 0.000143 0.142122 0.376991
0.056110 0.000000 0.402124 0.000177 0.161704 0.402124
0.060714 0.000000 0.427257 0.000227 0.182548 0.427257
0.064588 0.000000 0.452389 0.000286 0.204656 0.452389
0.069782 0.000000 0.477522 0.000340 0.228027 0.477522
0.071871 0.000000 0.502655 0.000364 0.252662 0.502655
0.079204 0.000000 0.527788 0.000389 0.278560 0.527788
0.083809 0.000000 0.552920 0.000386 0.305721 0.552920
0.092270 0.000000 0.578053 0.000393 0.334145 0.578053
0.099877 0.000000 0.603186 0.000393 0.363833 0.603186
0.109308 0.000000 0.628319 0.000360 0.394784 0.628319
0.120523 0.000000 0.653451 0.000364 0.426999 0.653451
0.133386 0.000000 0.678584 0.000374 0.460476 0.678584
0.149121 0.000000 0.703717 0.000408 0.495217 0.703717
0.175773 0.000000 0.728849 0.000466 0.531222 0.728849
0.203721 0.000000 0.753982 0.000529 0.568489 0.753982
0.233429 0.000000 0.779115 0.000633 0.607020 0.779115
0.261918 0.000000 0.804248 0.000741 0.646814 0.804248
0.288863 0.000000 0.829380 0.000816 0.687872 0.829380
0.293435 0.000000 0.854513 0.000864 0.730193 0.854513
0.291389 0.000000 0.879646 0.000873 0.773777 0.879646
0.272281 0.000000 0.904779 0.000810 0.818624 0.904779
0.252231 0.000000 0.929911 0.000740 0.864735 0.929911
0.226434 0.000000 0.955044 0.000673 0.912109 0.955044
0.207770 0.000000 0.980177 0.000599 0.960747 0.980177
0.192431 0.000000 1.005310 0.000533 1.010647 1.005310
0.180337 0.000000 1.030442 0.000498 1.061812 1.030442
0.165787 0.000000 1.055575 0.000456 1.114239 1.055575
0.158081 0.000000 1.080708 0.000431 1.167930 1.080708
0.154492 0.000000 1.105841 0.000415 1.222883 1.105841
