0.000000 0.000000 0.000000 1.000000 0.000000 0.000000
4.570978 0.000000 0.025133 0.004223 0.000632 0.025133
0.153849 0.000000 0.050265 0.004060 0.002527 0.050265
0.055422 0.000000 0.075398 0.003520 0.005685 0.075398
0.061460 0.000000 0.100531 0.003090 0.010106 0.100531
0.069565 0.000000 0.125664 0.002640 0.015791 0.125664
0.045902 0.000000 0.150796 0.002690 0.022740 0.150796
0.056562 0.000000 0.175929 0.001800 0.030951 0.175929
0.050199 0.000000 0.201062 0.001491 0.040426 0.201062
0.057090 0.000000 0.226195 0.001069 0.051164 0.226195
0.054689 0.000000 0.251327 0.000744 0.063165 0.251327
0.055235 0.000000 0.276460 0.000502 0.076430 0.276460
0.052720 0.000000 0.301593 0.000310 0.090958 0.301593
0.050290 0.000000 0.326726 0.000190 0.106750 0.326726
0.051830 0.000000 0.351858 0.000142 0.123804 0.351858
0.054329 0.000000 0.376991 0.000142 0.142122 0.376991
0.058497 0.000000 0.402124 0.000174 0.161704 0.402124
0.064779 0.000000 0.427257 0.000227 0.182548 0.427257
0.066442 0.000000 0.452389 0.000290 0.204656 0.452389
0.068896 0.000000 0.477522 0.000321 0.228027 0.477522
0.075080 0.000000 0.502655 0.000370 0.252662 0.502655
0.081132 0.000000 0.527788 0.000377 0.278560 0.527788
0.086043 0.000000 0.552920 0.000399 0.305721 0.552920
0.091631 0.000000 0.578053 0.000394 0.334145 0.578053
0.099913 0.000000 0.603186 0.000375 0.363833 0.603186
0.109662 0.000000 0.628319 0.000360 0.394784 0.628319
0.121534 0.000000 0.653451 0.000369 0.426999 0.653451
0.138262 0.000000 0.678584 0.000368 0.460476 0.678584
0.152189 0.000000 0.703717 0.000399 0.495217 0.703717
0.183807 0.000000 0.728849 0.000456 0.531222 0.728849
0.206629 0.000000 0.753982 0.000542 0.568489 0.753982
0.232288 0.000000 0.779115 0.000608 0.607020 0.779115
0.255624 0.000000 0.804248 0.000707 0.646814 0.804248
0.291492 0.000000 0.829380 0.000793 0.687872 0.829380
0.293294 0.000000 0.854513 0.000868 0.730193 0.854513
0.293379 0.000000 0.879646 0.000825 0.773777 0.879646
0.279172 0.000000 0.904779 0.000792 0.818624 0.904779
0.252848 0.000000 0.929911 0.000742 0.864735 0.929911
0.234751 0.000000 0.955044 0.000680 0.912109 0.955044
0.214902 0.000000 0.980177 0.000609 0.960747 0.980177
0.196683 0.000000 1.005310 0.000545 1.010647 1.005310
0.181170 0.000000 1.030442 0.000492 1.061812 1.030442
0.170323 0.000000 1.055575 0.000464 1.114239 1.055575
0.163744 0.000000 1.080708 0.000429 1.167930 1.080708
0.155784 0.000000 1.105841 0.000409 1.222883 1.105841
0.154883 0.000000 1.130973 0.000409 1.279101 1.130973
0.148329 0.000000 1.156106 0.000414 1.336581 1.156106
