0.000000 0.000000 0.000000 1.000000 0.000000 0.000000
3.946504 0.000000 0.025133 0.004227 0.000632 0.025133
0.157668 0.000000 0.050265 0.004024 0.002527 0.050265
0.058881 0.000000 0.075398 0.003564 0.005685 0.075398
0.067710 0.000000 0.100531 0.003062 0.010106 0.100531
0.059231 0.000000 0.125664 0.002822 0.015791 0.125664
0.052272 0.000000 0.150796 0.002519 0.022740 0.150796
0.055192 0.000000 0.175929 0.001868 0.030951 0.175929
0.054633 0.000000 0.201062 0.001475 0.040426 0.201062
0.052988 0.000000 0.226195 0.001068 0.051164 0.226195
0.050486 0.000000 0.251327 0.000750 0.063165 0.251327
0.051442 0.000000 0.276460 0.000489 0.076430 0.276460
0.052588 0.000000 0.301593 0.000309 0.090958 0.301593
0.051182 0.000000 0.326726 0.000182 0.106750 0.326726
0.052303 0.000000 0.351858 0.000142 0.123804 0.351858
0.054634 0.000000 0.376991 0.000144 0.142122 0.376991
0.057770 0.000000 0.402124 0.000178 0.161704 0.402124
0.062572 0.000000 0.427257 0.000227 0.182548 0.427257
0.064145 0.000000 0.452389 0.000289 0.204656 0.452389
0.069924 0.000000 0.477522 0.000330 0.228027 0.477522
0.074650 0.000000 0.502655 0.000370 0.252662 0.502655
0.078808 0.000000 0.527788 0.000390 0.278560 0.527788
0.086733 0.000000 0.552920 0.000389 0.305721 0.552920
0.092843 0.000000 0.578053 0.000387 0.334145 0.578053
0.100639 0.000000 0.603186 0.000366 0.363833 0.603186
0.110801 0.000000 0.628319 0.000360 0.394784 0.628319
0.121717 0.000000 0.653451 0.000364 0.426999 0.653451
0.137486 0.000000 0.678584 0.000367 0.460476 0.678584
0.154485 0.000000 0.703717 0.000402 0.495217 0.703717
0.178058 0.000000 0.728849 0.000454 0.531222 0.728849
0.203305 0.000000 0.753982 0.000536 0.568489 0.753982
0.232331 0.000000 0.779115 0.000622 0.607020 0.779115
0.260332 0.000000 0.804248 0.000717 0.646814 0.804248
0.287558 0.000000 0.829380 0.000793 0.687872 0.829380
0.292506 0.000000 0.854513 0.000844 0.730193 0.854513
0.291529 0.000000 0.879646 0.000829 0.773777 0.879646
0.277073 0.000000 0.904779 0.000801 0.818624 0.904779
0.255127 0.000000 0.929911 0.000749 0.864735 0.929911
0.232440 0.000000 0.955044 0.000680 0.912109 0.955044
0.211011 0.000000 0.980177 0.000602 0.960747 0.980177
