x,y,z,gaussian_curvature
2.201699999999999875e+02,6.814499999999999780e+00,6.827700000000000102e+01,2.100375382997003021e-02
2.240699999999999932e+02,2.247500000000000000e+02,6.974699999999999989e+01,1.770408494505493961e-04
1.419299999999999962e+01,2.275099999999999909e+02,6.698999999999999488e+01,4.391435100599399969e-04
6.548000000000000398e+01,1.227800000000000011e+02,6.928100000000000591e+01,3.749018411588416166e-05
2.485900000000000034e+02,8.593899999999999650e+00,6.648900000000000432e+01,7.460442490409589962e-03
2.367800000000000011e+02,1.118900000000000006e+02,6.559099999999999397e+01,2.212155984015984301e-04
1.271099999999999994e+02,8.720399999999999352e+01,7.908700000000000330e+01,-3.935702219780220514e-04
2.409499999999999886e+02,1.389700000000000024e+01,6.904699999999999704e+01,1.348133860235764363e-02
2.186399999999999864e+02,1.515300000000000047e+01,6.928900000000000148e+01,1.265054803096903263e-03
1.566399999999999864e+02,7.520300000000000296e+01,7.929399999999999693e+01,2.280922399600400084e-04
2.435200000000000102e+02,2.017899999999999920e+02,6.660200000000000387e+01,2.902698763636363775e-03
2.507500000000000000e+02,1.616599999999999966e+02,6.523600000000000421e+01,3.803041612087911991e-04
5.124699999999999989e+01,1.663100000000000023e+01,6.371099999999999852e+01,5.905262272127871767e-04
1.249399999999999977e+02,6.926099999999999568e+01,7.623499999999999943e+01,4.894811471528472515e-04
1.915000000000000000e+02,2.505800000000000125e+02,7.476000000000000512e+01,1.806695399970029842e-02
1.555599999999999916e+01,7.915800000000000125e+01,6.493999999999999773e+01,5.661266378921079277e-03
1.760000000000000000e+02,1.161800000000000068e+02,7.526000000000000512e+01,-7.350809390609390785e-05
5.160799999999999699e+01,2.049399999999999977e+02,6.730400000000000205e+01,7.921670719280717141e-05
1.353499999999999943e+02,8.499500000000000455e+01,7.968200000000000216e+01,2.628009855144855614e-05
1.067000000000000028e+02,2.979299999999999926e+01,6.639199999999999591e+01,2.041012645354645951e-04
1.259300000000000068e+02,4.716499999999999915e+01,7.116800000000000637e+01,8.448123999001002184e-05
9.807800000000000296e+01,1.457400000000000091e+02,7.966899999999999693e+01,6.513429638961039511e-04
6.084100000000000108e+01,1.735099999999999909e+01,6.245700000000000074e+01,3.083870066433566279e-04
2.655500000000000114e+02,1.716599999999999966e+02,6.428000000000000114e+01,7.749334142057941015e-03
1.681999999999999886e+02,4.972099999999999653e+01,7.882899999999999352e+01,1.089805034965035708e-05
5.814500000000000313e+01,5.884599999999999653e+01,6.598199999999999932e+01,3.799400310689311170e-04
1.641800000000000068e+02,1.505600000000000023e+02,7.878100000000000591e+01,1.748248292597402948e-04
9.630100000000000193e+01,6.065200000000000102e+01,6.950100000000000477e+01,4.291248235764235502e-04
2.581200000000000045e+02,2.508499999999999943e+02,6.614100000000000534e+01,3.262274312087912187e-02
3.715899999999999892e+01,6.540999999999999659e+01,6.581399999999999295e+01,1.364480422747252732e-03
2.279799999999999898e+02,2.493199999999999861e+01,7.192900000000000205e+01,1.346114605804195688e-02
1.792199999999999989e+02,2.792800000000000082e+01,7.470499999999999829e+01,1.041628963136862970e-03
5.543200000000000216e+01,1.509799999999999898e+02,6.684499999999999886e+01,-3.403215814185813945e-04
2.505500000000000114e+02,1.980300000000000011e+02,6.558400000000000318e+01,5.248190686813187719e-03
7.966899999999999693e+01,1.702199999999999989e+02,7.256000000000000227e+01,1.939520836163836220e-04
1.834499999999999886e+02,2.219499999999999886e+02,8.173399999999999466e+01,2.425572298101898172e-03
1.998899999999999864e+02,1.767800000000000011e+02,7.691299999999999670e+01,6.086524413486513099e-04
7.545399999999999885e+00,1.145499999999999972e+02,6.344500000000000028e+01,6.142525184315684485e-03
1.394900000000000091e+02,2.576899999999999977e+02,7.692000000000000171e+01,2.686634327222777330e-03
2.495300000000000011e+02,2.466299999999999955e+02,6.690099999999999625e+01,1.617667878821977753e-02
2.641999999999999886e+02,8.114000000000000057e+01,6.848999999999999488e+01,1.204491011645354714e-02
2.298700000000000045e+02,6.395799999999999841e+01,7.549399999999999977e+01,7.179182205794206210e-04
1.461599999999999966e+01,6.350600000000000023e+01,6.653400000000000603e+01,5.342107821778223180e-04
2.233600000000000136e+02,1.900000000000000000e+02,6.874299999999999500e+01,1.904163643956043766e-04
8.881600000000000250e+01,1.917100000000000080e+02,7.218699999999999761e+01,4.405157593406593543e-04
1.944300000000000068e+02,2.030900000000000105e+01,7.541899999999999693e+01,5.195070189910089590e-04
1.608799999999999955e+02,2.532800000000000011e+02,7.851399999999999579e+01,5.752620943056943256e-04
1.341399999999999864e+02,1.914900000000000091e+02,8.079699999999999704e+01,-3.154719189610389403e-04
9.410299999999999443e+01,1.300600000000000023e+02,7.658199999999999363e+01,-3.191317669730270312e-04
2.292299999999999898e+02,8.968899999999999295e+01,6.707599999999999341e+01,8.229419240759240639e-04
1.280000000000000071e+01,2.562599999999999909e+02,6.429000000000000625e+01,1.108166191308691383e-03
7.178499999999999659e+01,2.198799999999999955e+02,6.693999999999999773e+01,6.947424608391608147e-04
2.562399999999999878e+01,2.001100000000000136e+02,6.703100000000000591e+01,4.139716583916084962e-04
1.201300000000000034e+00,5.920799999999999841e+01,6.587999999999999545e+01,1.970179009290709115e-03
2.070999999999999943e+02,1.109599999999999937e+02,7.084900000000000375e+01,7.381653770229771195e-04
1.610000000000000000e+02,9.839600000000000080e+01,7.814300000000000068e+01,6.155557482517483466e-05
8.703600000000000136e+01,2.391200000000000045e+02,6.636700000000000443e+01,3.021005435864136451e-04
1.054500000000000028e+02,1.794900000000000091e+02,7.734300000000000352e+01,4.046203084915085007e-04
2.573100000000000023e+02,9.265000000000000568e+01,6.438700000000000045e+01,6.438504093926072924e-03
1.455500000000000114e+02,1.694900000000000091e+02,8.174200000000000443e+01,5.134979272727273726e-04
4.766100000000000136e+01,2.530499999999999972e+01,6.453700000000000614e+01,2.227290212787212589e-04
1.264500000000000028e+02,2.070399999999999920e+02,7.732800000000000296e+01,6.047184776223777031e-04
5.159300000000000352e+01,1.089699999999999989e+02,6.611199999999999477e+01,4.722400024975024948e-04
1.559799999999999898e+02,1.844499999999999886e+02,8.097299999999999898e+01,8.052274423576423175e-04
2.126899999999999977e+02,1.291599999999999966e+02,6.744799999999999329e+01,3.999908799200799659e-04
2.099900000000000091e+02,1.010699999999999932e+02,6.823699999999999477e+01,2.386659087112886905e-04
7.908599999999999852e+01,1.459000000000000075e+00,6.217099999999999937e+01,6.579499871718281698e-03
1.947800000000000011e+02,1.334499999999999886e+02,7.098699999999999477e+01,2.504167405594405352e-04
1.356500000000000057e+02,1.189500000000000002e+00,7.338800000000000523e+01,1.911744030469530314e-02
5.340299999999999869e+01,2.640000000000000000e+02,6.313900000000000290e+01,4.733728981018980875e-04
1.861800000000000068e+02,8.293800000000000239e+01,7.411599999999999966e+01,-2.076855974025967801e-05
2.352500000000000000e+02,1.050900000000000034e+02,6.620699999999999363e+01,2.840716283716283831e-04
1.209500000000000028e+02,2.583899999999999864e+02,7.171299999999999386e+01,-2.175275667332668352e-04
1.943200000000000038e+00,1.471299999999999955e+02,6.636100000000000421e+01,1.849649118961038674e-02
6.615000000000000568e+01,8.542199999999999704e+01,6.972700000000000387e+01,6.008981648351649323e-04
4.918399999999999750e+01,6.475199999999999534e+01,6.456499999999999773e+01,-2.594040378621378755e-04
2.939099999999999824e+01,2.055300000000000011e+02,6.720099999999999341e+01,-2.712352453546452795e-04
1.846999999999999886e+02,1.439699999999999989e+02,7.564300000000000068e+01,-2.346145281718281191e-04
2.229699999999999989e+02,1.966800000000000068e+02,6.979399999999999693e+01,2.886804455544449700e-05
5.853600000000000136e+01,4.653900000000000148e+01,6.545999999999999375e+01,3.110110332667332615e-04
1.697599999999999909e+02,1.677299999999999898e+02,7.849899999999999523e+01,3.135651539460540082e-04
1.357599999999999909e+02,2.188600000000000136e+02,7.478900000000000148e+01,2.840214035964033309e-05
2.049399999999999977e+01,9.794100000000000250e+01,6.329200000000000159e+01,1.106521503726273954e-02
8.297799999999999443e+01,1.034500000000000028e+02,7.290999999999999659e+01,7.957513988011986937e-04
3.650000000000000000e+01,4.674600000000000222e+01,6.442499999999999716e+01,3.613209861138861213e-04
1.729799999999999898e+02,2.473499999999999943e+02,7.752200000000000557e+01,-2.456041668331668715e-04
1.505000000000000000e+02,1.025300000000000011e+02,7.958799999999999386e+01,4.396532112387612108e-04
1.886200000000000045e+02,2.916900000000000048e+01,7.468800000000000239e+01,5.120000920579421272e-03
2.657400000000000091e+02,2.034000000000000057e+02,7.004999999999999716e+01,2.941143853746254044e-03
1.317899999999999920e+02,2.092599999999999909e+02,7.472899999999999920e+01,1.312684570029970001e-04
1.141500000000000057e+02,2.370600000000000023e+02,7.074699999999999989e+01,2.064171894105893985e-04
1.916299999999999955e+02,1.411500000000000057e+02,7.360599999999999454e+01,5.627211951048952067e-04
1.118799999999999955e+02,4.833999999999999631e+00,6.513400000000000034e+01,4.573738764895105523e-03
2.118700000000000045e+02,2.074399999999999977e+02,7.393000000000000682e+01,3.193933948351648441e-04
9.156999999999999318e+01,2.240500000000000114e+02,6.815800000000000125e+01,-1.936834625574425123e-04
2.131200000000000117e+01,2.524499999999999886e+02,6.638800000000000523e+01,5.179123228271728012e-04
2.077700000000000102e+02,2.467700000000000102e+02,7.234399999999999409e+01,-5.712393558441558692e-04
1.521699999999999875e+02,4.850699999999999790e+01,7.647599999999999909e+01,1.890998767062936623e-04
2.921799999999999997e+01,2.313100000000000023e+01,6.505899999999999750e+01,4.854913428271727415e-04
3.241499999999999915e+01,1.993600000000000136e+02,6.777100000000000080e+01,1.872580783216783412e-04
5.128699999999999903e+01,3.907500000000000284e+01,6.257200000000000273e+01,2.331821680319681050e-04
7.079500000000000171e+01,3.584000000000000341e+01,6.617700000000000671e+01,5.958377390609390697e-04
2.332599999999999909e+02,5.094400000000000261e+01,7.641100000000000136e+01,4.420887182817183239e-04
1.944799999999999898e+02,8.596899999999999764e+00,7.287999999999999545e+01,6.364098854745254934e-03
1.114000000000000057e+02,1.130499999999999972e+02,7.909600000000000364e+01,-1.334421979020979760e-04
1.587199999999999989e+01,2.379199999999999875e+02,6.586899999999999977e+01,5.689357990009989490e-04
2.367199999999999989e+02,8.549800000000000466e+01,6.814300000000000068e+01,7.447198422277722480e-04
1.299699999999999989e+02,3.388300000000000267e+01,6.781600000000000250e+01,4.863304132867132161e-04
6.973999999999999488e+01,8.800000000000000044e-01,5.838000000000000256e+01,5.256349618451549091e-03
2.563000000000000114e+02,1.790600000000000023e+02,6.542400000000000659e+01,3.782197819230769323e-03
2.553999999999999915e+01,1.179999999999999938e+00,6.022999999999999687e+01,1.854520656183816438e-02
2.033100000000000023e+02,1.862400000000000091e+02,7.714400000000000546e+01,-1.271308661338658321e-05
9.397400000000000375e+01,2.522299999999999898e+02,6.444599999999999795e+01,5.694759802097903480e-04
3.456400000000000006e+01,1.810999999999999943e+02,6.890699999999999648e+01,3.738809550449550038e-04
1.585200000000000031e+01,7.197100000000000364e+01,6.524899999999999523e+01,3.471134176253746258e-03
9.113599999999999568e+01,1.495099999999999909e+02,7.896299999999999386e+01,5.226036753246749762e-05
2.142400000000000091e+02,5.533800000000000097e+01,7.717900000000000205e+01,2.054409410689311268e-04
3.753399999999999892e+01,1.658600000000000136e+02,6.690600000000000591e+01,-5.801565887112886686e-04
6.553400000000000603e+01,2.365399999999999920e+02,6.503600000000000136e+01,5.843559087812186248e-04
9.481900000000000261e+01,8.155499999999999972e+00,6.531999999999999318e+01,2.591513705096903236e-02
1.389199999999999946e+01,2.192800000000000011e+02,6.922100000000000364e+01,3.374143205794205591e-04
1.597899999999999920e+02,2.027299999999999898e+02,7.949599999999999511e+01,4.502881472227772321e-04
2.023000000000000114e+02,9.493099999999999739e+01,7.226399999999999579e+01,4.739944295704295635e-04
9.338200000000000500e+01,2.165200000000000102e+02,7.038700000000000045e+01,8.345074901698303549e-04
3.736299999999999955e+01,1.881999999999999886e+02,6.937000000000000455e+01,7.938821254745253957e-04
1.956699999999999875e+02,1.635999999999999943e+02,7.461799999999999500e+01,1.052499120079920325e-03
9.391500000000000625e+01,3.818999999999999773e+01,6.802299999999999613e+01,3.253124287712288272e-04
1.109500000000000028e+02,1.482500000000000000e+02,8.112800000000000011e+01,-4.780151639760239855e-04
2.337700000000000102e+02,5.838600000000000279e+01,7.585399999999999920e+01,3.572181229470529503e-04
4.310300000000000153e+01,4.890100000000000335e+01,6.494199999999999307e+01,2.093426374625374569e-04
5.806300000000000239e+01,1.743199999999999932e+02,6.937699999999999534e+01,2.261589530469530274e-04
2.249799999999999898e+02,1.319600000000000080e+02,6.364600000000000080e+01,7.838058252747253426e-04
2.107700000000000102e+02,1.914600000000000080e+02,7.544700000000000273e+01,3.661680522877122407e-04
8.627100000000000080e+01,2.014099999999999966e+02,6.911400000000000432e+01,2.761530418581418004e-04
4.179999999999999716e+01,1.533300000000000125e+02,6.433299999999999841e+01,-4.600413299600400398e-04
2.249299999999999855e+01,5.484599999999999653e+01,6.582699999999999818e+01,7.200675131868131563e-04
1.847100000000000009e+01,1.660699999999999932e+02,7.018600000000000705e+01,2.583926172207792575e-03
1.679499999999999886e+02,2.061699999999999875e+02,8.106799999999999784e+01,4.100908918281718439e-05
1.919199999999999875e+02,6.247699999999999676e+01,7.639300000000000068e+01,4.205621542457542742e-04
2.340500000000000114e+02,2.059499999999999886e+02,6.752899999999999636e+01,6.507166677522477349e-03
1.185999999999999943e+02,8.090999999999999304e+00,6.753300000000000125e+01,2.207698639460539767e-03
1.142099999999999937e+02,1.850600000000000023e+02,7.827100000000000080e+01,9.152625028971029955e-04
9.688100000000000023e+01,2.223300000000000125e+02,7.043600000000000705e+01,6.688899261738263111e-04
8.738899999999999579e+01,5.309599999999999653e+01,6.776699999999999591e+01,8.178936903096903073e-05
2.258600000000000136e+02,7.861499999999999488e+01,7.290300000000000580e+01,5.724426288711284496e-05
2.457400000000000091e+02,9.725099999999999856e-01,6.708799999999999386e+01,1.965600580819180931e-02
2.128899999999999864e+02,2.698999999999999844e+01,7.503900000000000148e+01,7.005307564435564373e-04
1.788199999999999932e+02,7.054699999999999704e+01,7.791299999999999670e+01,1.618060783016983008e-03
2.191899999999999977e+02,1.033299999999999983e+02,6.647899999999999920e+01,1.534161146853146537e-04
1.897100000000000080e+02,2.162100000000000080e+02,7.954900000000000659e+01,9.484659441558442256e-04
1.481200000000000045e+02,2.294099999999999895e+01,7.298499999999999943e+01,4.544772327672329032e-05
1.075799999999999983e+02,2.465299999999999869e+01,6.392799999999999727e+01,2.632826500499500029e-04
1.656299999999999955e+02,2.391599999999999966e+02,7.667400000000000659e+01,6.123478221778229721e-06
1.698899999999999864e+02,8.242000000000000171e+01,7.811400000000000432e+01,-2.337612507492512241e-05
1.216899999999999977e+02,3.274600000000000222e+01,6.731100000000000705e+01,2.679207629370629145e-04
1.392299999999999898e+02,1.208900000000000006e+02,8.121500000000000341e+01,7.384188185214784778e-04
1.764099999999999966e+02,1.076899999999999977e+02,7.740699999999999648e+01,8.241020028971028644e-04
7.207500000000000284e+01,6.827100000000000080e+01,6.742900000000000205e+01,6.958551463536464306e-04
2.188700000000000045e+02,1.446100000000000136e+02,6.466500000000000625e+01,4.495582109890109519e-04
2.608600000000000136e+02,1.652800000000000011e+02,6.659000000000000341e+01,1.658793267502497309e-02
2.110800000000000054e+01,1.897700000000000102e+02,6.824699999999999989e+01,4.622989863136864157e-04
2.591399999999999864e+02,1.323600000000000136e+02,6.449099999999999966e+01,1.754357197091908210e-02
1.983999999999999986e+01,1.364300000000000068e+02,6.539900000000000091e+01,1.411669696403596626e-03
3.604399999999999693e+01,1.087500000000000000e+02,6.228000000000000114e+01,-3.283579531468531522e-04
1.184099999999999966e+02,1.858300000000000063e+00,6.878499999999999659e+01,9.145291570139862242e-03
2.561299999999999955e+02,2.023899999999999864e+02,6.627200000000000557e+01,8.436646351968033614e-03
2.256500000000000057e+02,2.034600000000000080e+02,6.984000000000000341e+01,5.475280598401599877e-04
1.644699999999999989e+02,2.220500000000000114e+02,7.887099999999999511e+01,3.364711901698301576e-04
5.301700000000000301e+01,2.418700000000000045e+02,6.667100000000000648e+01,6.332865084415584354e-04
2.625199999999999818e+02,8.903700000000000614e+01,6.489700000000000557e+01,2.768467273826173691e-03
8.282200000000000273e+01,1.496800000000000068e+02,7.536700000000000443e+01,-2.194310247252747182e-04
1.087900000000000063e+02,9.396399999999999864e+01,7.769899999999999807e+01,1.483602345654343462e-05
6.394800000000000040e+01,4.022699999999999676e+01,6.626699999999999591e+01,3.509689024975024625e-04
1.169300000000000068e+02,2.479300000000000068e+02,7.065099999999999625e+01,7.563945605394608446e-05
1.430399999999999920e+02,9.744899999999999807e+01,7.998699999999999477e+01,1.774635531468531286e-04
9.566899999999999693e+01,2.621900000000000119e+01,6.628199999999999648e+01,2.449216080919080401e-04
2.426899999999999977e+02,1.530900000000000034e+02,6.348100000000000165e+01,3.325549919080918919e-04
2.342100000000000080e+02,1.517299999999999898e+02,6.209199999999999875e+01,-2.977347382617382744e-04
2.012100000000000080e+02,1.566200000000000045e+02,7.143500000000000227e+01,-1.913553976023978849e-05
6.229099999999999682e+01,1.095300000000000011e+02,6.943999999999999773e+01,3.001708083416583061e-04
1.293700000000000045e+02,1.403300000000000125e+02,8.226300000000000523e+01,1.281277492507491866e-04
2.373700000000000045e+02,1.209300000000000068e+02,6.396099999999999852e+01,1.587865144695304936e-03
1.731699999999999875e+02,2.682700000000000173e+01,7.436700000000000443e+01,3.534145449550449205e-03
9.951399999999999579e+01,1.213799999999999955e+02,7.568699999999999761e+01,3.633772099900100410e-04
6.067399999999999949e+01,1.010400000000000063e+02,6.893899999999999295e+01,3.342556199800199497e-04
1.087900000000000063e+02,2.435300000000000011e+02,6.935299999999999443e+01,8.603565603396602516e-04
2.448600000000000136e+02,1.722800000000000011e+02,6.505500000000000682e+01,9.929159535464534159e-04
1.950699999999999932e+02,1.484799999999999898e+02,7.190399999999999636e+01,8.879914056943057077e-04
1.337700000000000102e+02,6.759600000000000364e+01,7.568000000000000682e+01,-1.117310135864135609e-04
1.905799999999999939e+00,2.204199999999999875e+02,6.675900000000000034e+01,2.508115630769231115e-03
2.148100000000000165e+01,2.237500000000000000e+02,6.822599999999999909e+01,3.499275492507492513e-04
9.898199999999999932e+01,7.582500000000000284e+01,7.229099999999999682e+01,4.346733415584415816e-04
2.342599999999999909e+02,2.800100000000000122e+01,7.375199999999999534e+01,-1.351730393606393832e-04
9.534999999999999432e+01,1.980800000000000125e+02,7.299699999999999989e+01,-1.958772461538461484e-04
2.325099999999999909e+02,3.667199999999999704e+01,7.607099999999999795e+01,2.195440911088910858e-04
1.739499999999999886e+02,2.153100000000000023e+02,8.135099999999999909e+01,-6.965449050949047154e-06
2.255099999999999909e+02,3.217600000000000193e+01,7.462999999999999545e+01,3.184175094405594913e-04
1.512599999999999909e+02,9.449800000000000466e+01,7.945199999999999818e+01,1.530890848151848207e-04
1.972800000000000011e+02,1.699399999999999977e+02,7.668200000000000216e+01,2.321470919080920227e-05
9.661100000000000421e+01,1.145699999999999932e+02,7.562000000000000455e+01,2.388435511558442204e-04
8.470900000000000318e+01,2.462700000000000102e+02,6.570300000000000296e+01,-3.511584552447552651e-04
1.366500000000000057e+02,1.135900000000000034e+02,8.053700000000000614e+01,3.862442460539460953e-04
9.295099999999999341e+01,2.447100000000000080e+02,6.598799999999999955e+01,5.931521438561437962e-04
7.795999999999999375e+01,5.215899999999999892e+01,6.767400000000000659e+01,6.805475508491506779e-04
1.590900000000000034e+02,1.567299999999999898e+02,8.040699999999999648e+01,4.451732672327671529e-04
7.553400000000000603e+01,2.283499999999999943e+02,6.773600000000000421e+01,6.700145071928072021e-04
1.710000000000000000e+02,1.209399999999999977e+02,7.647199999999999420e+01,4.649455920079915668e-05
2.893700000000000117e+01,8.677300000000000679e+00,6.368599999999999994e+01,1.942611114465534264e-02
2.278199999999999932e+02,1.705000000000000000e+02,6.650100000000000477e+01,-1.662329020979022340e-05
2.564300000000000068e+02,1.331600000000000072e+01,6.620900000000000318e+01,4.268037454045953832e-02
1.522400000000000091e+02,1.255499999999999972e+02,8.202500000000000568e+01,3.385236604395603787e-04
1.193499999999999943e+02,2.011699999999999875e+02,7.713599999999999568e+01,3.439373775324675790e-04
2.193899999999999864e+02,1.608100000000000023e+02,6.680500000000000682e+01,-2.219681571428571169e-04
2.542700000000000102e+02,1.016400000000000006e+02,6.475400000000000489e+01,-1.338683870129869378e-04
4.253300000000000125e+01,1.247600000000000087e+01,6.325699999999999790e+01,1.031282974905094706e-02
1.874600000000000080e+02,1.419800000000000040e+01,7.564400000000000546e+01,7.071353324925075401e-03
2.520000000000000000e+02,7.187500000000000000e+01,7.050199999999999534e+01,1.636203863236763024e-03
1.595500000000000114e+02,1.932899999999999920e+02,7.918600000000000705e+01,-8.426320799200803248e-05
2.451899999999999977e+02,1.590300000000000011e+02,6.390699999999999648e+01,-2.370730171828171521e-04
7.287999999999999545e+01,2.886899999999999977e+01,6.481000000000000227e+01,-8.690211088911122659e-06
1.242600000000000051e+02,1.930999999999999943e+02,7.821800000000000352e+01,3.243748333166831762e-04
4.498700000000000188e+01,2.028199999999999932e+02,6.795999999999999375e+01,1.016390100399600354e-03
3.726899999999999835e+01,1.738700000000000045e+02,6.884999999999999432e+01,4.719227622377620434e-05
3.035900000000000176e+01,3.989699999999999847e+01,6.398400000000000176e+01,6.672483340659341551e-04
1.012199999999999989e+02,2.495500000000000114e+02,6.589400000000000546e+01,5.283423897102896508e-04
1.392199999999999989e+02,2.286899999999999977e+02,7.469599999999999795e+01,2.436786212937063357e-04
1.440499999999999936e+01,1.920399999999999920e+02,6.926800000000000068e+01,6.501039565634364990e-04
1.241700000000000017e+02,5.482500000000000284e+01,7.254699999999999704e+01,-6.639721688311701051e-05
1.417600000000000016e+01,1.324600000000000044e+01,6.722700000000000387e+01,1.610303763731268586e-02
2.053899999999999864e+02,8.703799999999999670e+01,7.218000000000000682e+01,4.849465880119880473e-04
3.404299999999999926e+01,1.925000000000000000e+02,6.831300000000000239e+01,-1.437508661338661236e-04
1.986299999999999955e+02,2.164199999999999875e+02,7.695699999999999363e+01,1.611852060849151011e-03
2.319900000000000091e+02,2.259600000000000080e+02,6.683899999999999864e+01,1.571491208791208770e-04
1.601299999999999955e+02,2.169999999999999929e+01,7.420499999999999829e+01,-1.830960539460540820e-05
