x,y,z,mean_curvature
2.292299999999999898e+02,8.968899999999999295e+01,6.707599999999999341e+01,-1.548116762137862097e-02
1.280000000000000071e+01,2.562599999999999909e+02,6.429000000000000625e+01,-1.408036653946053741e-02
7.178499999999999659e+01,2.198799999999999955e+02,6.693999999999999773e+01,-8.684808744255744298e-03
2.562399999999999878e+01,2.001100000000000136e+02,6.703100000000000591e+01,-1.862498353646353452e-02
1.201300000000000034e+00,5.920799999999999841e+01,6.587999999999999545e+01,-9.569701559440558017e-03
2.070999999999999943e+02,1.109599999999999937e+02,7.084900000000000375e+01,-1.282798664335664356e-02
1.610000000000000000e+02,9.839600000000000080e+01,7.814300000000000068e+01,5.364254285714285288e-03
8.703600000000000136e+01,2.391200000000000045e+02,6.636700000000000443e+01,-2.139497093906093939e-02
1.054500000000000028e+02,1.794900000000000091e+02,7.734300000000000352e+01,-2.142963456543459078e-04
2.573100000000000023e+02,9.265000000000000568e+01,6.438700000000000045e+01,-2.334591487512486987e-03
1.455500000000000114e+02,1.694900000000000091e+02,8.174200000000000443e+01,-3.619642123876123507e-03
4.766100000000000136e+01,2.530499999999999972e+01,6.453700000000000614e+01,-5.117638793206794393e-03
1.264500000000000028e+02,2.070399999999999920e+02,7.732800000000000296e+01,-9.784586621378621799e-03
5.159300000000000352e+01,1.089699999999999989e+02,6.611199999999999477e+01,-4.211483085014985743e-03
1.559799999999999898e+02,1.844499999999999886e+02,8.097299999999999898e+01,-1.927978225984016206e-02
2.126899999999999977e+02,1.291599999999999966e+02,6.744799999999999329e+01,-5.782419332667333364e-03
2.099900000000000091e+02,1.010699999999999932e+02,6.823699999999999477e+01,-7.041330859140859308e-03
7.908599999999999852e+01,1.459000000000000075e+00,6.217099999999999937e+01,-2.577028453246751200e-03
1.947800000000000011e+02,1.334499999999999886e+02,7.098699999999999477e+01,2.113202697302693999e-04
1.356500000000000057e+02,1.189500000000000002e+00,7.338800000000000523e+01,1.319284440459540450e-02
5.340299999999999869e+01,2.640000000000000000e+02,6.313900000000000290e+01,-1.160994004195804383e-02
1.861800000000000068e+02,8.293800000000000239e+01,7.411599999999999966e+01,-2.533827502497502590e-03
2.352500000000000000e+02,1.050900000000000034e+02,6.620699999999999363e+01,-9.894684175824177211e-03
1.209500000000000028e+02,2.583899999999999864e+02,7.171299999999999386e+01,-2.666065454545454242e-03
1.943200000000000038e+00,1.471299999999999955e+02,6.636100000000000421e+01,-1.771629256743257122e-02
6.615000000000000568e+01,8.542199999999999704e+01,6.972700000000000387e+01,-1.430708226273726298e-02
4.918399999999999750e+01,6.475199999999999534e+01,6.456499999999999773e+01,5.530291028971031850e-04
2.939099999999999824e+01,2.055300000000000011e+02,6.720099999999999341e+01,3.221049840159840270e-03
1.846999999999999886e+02,1.439699999999999989e+02,7.564300000000000068e+01,-1.587567459540459953e-03
2.229699999999999989e+02,1.966800000000000068e+02,6.979399999999999693e+01,-5.665774085914086116e-04
5.853600000000000136e+01,4.653900000000000148e+01,6.545999999999999375e+01,-1.651095604395604087e-03
1.697599999999999909e+02,1.677299999999999898e+02,7.849899999999999523e+01,-4.688904005494504840e-03
1.357599999999999909e+02,2.188600000000000136e+02,7.478900000000000148e+01,6.198448461538461378e-04
2.049399999999999977e+01,9.794100000000000250e+01,6.329200000000000159e+01,-2.706136365634365278e-03
8.297799999999999443e+01,1.034500000000000028e+02,7.290999999999999659e+01,-9.489013736263736745e-03
3.650000000000000000e+01,4.674600000000000222e+01,6.442499999999999716e+01,-4.365002460539460505e-03
1.729799999999999898e+02,2.473499999999999943e+02,7.752200000000000557e+01,-7.581863206693306885e-03
1.505000000000000000e+02,1.025300000000000011e+02,7.958799999999999386e+01,-6.130603390609390413e-03
1.886200000000000045e+02,2.916900000000000048e+01,7.468800000000000239e+01,-1.596070143856143141e-03
2.657400000000000091e+02,2.034000000000000057e+02,7.004999999999999716e+01,-6.352367682317680911e-03
1.317899999999999920e+02,2.092599999999999909e+02,7.472899999999999920e+01,3.762852673326673187e-03
1.141500000000000057e+02,2.370600000000000023e+02,7.074699999999999989e+01,-7.826424995004995075e-04
1.916299999999999955e+02,1.411500000000000057e+02,7.360599999999999454e+01,-1.263787083016982941e-02
1.118799999999999955e+02,4.833999999999999631e+00,6.513400000000000034e+01,-2.453509878121877714e-03
2.118700000000000045e+02,2.074399999999999977e+02,7.393000000000000682e+01,-1.322404345654345365e-02
9.156999999999999318e+01,2.240500000000000114e+02,6.815800000000000125e+01,-4.080877242757244110e-03
2.131200000000000117e+01,2.524499999999999886e+02,6.638800000000000523e+01,9.758582285714287319e-03
2.077700000000000102e+02,2.467700000000000102e+02,7.234399999999999409e+01,8.964378711288712234e-04
1.521699999999999875e+02,4.850699999999999790e+01,7.647599999999999909e+01,-1.483400914085914986e-03
2.921799999999999997e+01,2.313100000000000023e+01,6.505899999999999750e+01,-1.133583968431568431e-02
3.241499999999999915e+01,1.993600000000000136e+02,6.777100000000000080e+01,-6.886350923076921607e-03
5.128699999999999903e+01,3.907500000000000284e+01,6.257200000000000273e+01,-1.044464284115884101e-02
7.079500000000000171e+01,3.584000000000000341e+01,6.617700000000000671e+01,6.258258861138840841e-04
2.332599999999999909e+02,5.094400000000000261e+01,7.641100000000000136e+01,-6.798932587412587908e-03
1.944799999999999898e+02,8.596899999999999764e+00,7.287999999999999545e+01,-2.033311102897102790e-02
1.114000000000000057e+02,1.130499999999999972e+02,7.909600000000000364e+01,-4.387639590409590611e-03
1.587199999999999989e+01,2.379199999999999875e+02,6.586899999999999977e+01,-1.989002514485514652e-03
2.367199999999999989e+02,8.549800000000000466e+01,6.814300000000000068e+01,2.533664563436564040e-03
1.299699999999999989e+02,3.388300000000000267e+01,6.781600000000000250e+01,-1.182867550949050911e-02
6.973999999999999488e+01,8.800000000000000044e-01,5.838000000000000256e+01,1.021398103396603356e-02
2.563000000000000114e+02,1.790600000000000023e+02,6.542400000000000659e+01,-7.654177928071927324e-03
2.553999999999999915e+01,1.179999999999999938e+00,6.022999999999999687e+01,-2.831824305694306820e-03
2.033100000000000023e+02,1.862400000000000091e+02,7.714400000000000546e+01,-7.548666419580420638e-03
9.397400000000000375e+01,2.522299999999999898e+02,6.444599999999999795e+01,-4.683415108891108604e-03
3.456400000000000006e+01,1.810999999999999943e+02,6.890699999999999648e+01,-1.012405711288711513e-02
1.585200000000000031e+01,7.197100000000000364e+01,6.524899999999999523e+01,-3.725126195804195819e-03
9.113599999999999568e+01,1.495099999999999909e+02,7.896299999999999386e+01,-8.603815077922079280e-03
2.142400000000000091e+02,5.533800000000000097e+01,7.717900000000000205e+01,-6.172466973026972947e-03
3.753399999999999892e+01,1.658600000000000136e+02,6.690600000000000591e+01,-3.019408937062937563e-03
6.553400000000000603e+01,2.365399999999999920e+02,6.503600000000000136e+01,-3.801014740459539298e-03
9.481900000000000261e+01,8.155499999999999972e+00,6.531999999999999318e+01,4.887611438561438940e-03
1.389199999999999946e+01,2.192800000000000011e+02,6.922100000000000364e+01,-8.253051499500497351e-03
1.597899999999999920e+02,2.027299999999999898e+02,7.949599999999999511e+01,-1.297944826473526429e-02
2.023000000000000114e+02,9.493099999999999739e+01,7.226399999999999579e+01,1.086869831168830666e-03
9.338200000000000500e+01,2.165200000000000102e+02,7.038700000000000045e+01,5.315948358641358826e-03
3.736299999999999955e+01,1.881999999999999886e+02,6.937000000000000455e+01,-1.505618211788211118e-03
1.956699999999999875e+02,1.635999999999999943e+02,7.461799999999999500e+01,-1.021616054045954361e-02
9.391500000000000625e+01,3.818999999999999773e+01,6.802299999999999613e+01,-4.820124265734264737e-03
1.109500000000000028e+02,1.482500000000000000e+02,8.112800000000000011e+01,1.531403600099899912e-02
2.337700000000000102e+02,5.838600000000000279e+01,7.585399999999999920e+01,-5.090640031468532216e-03
4.310300000000000153e+01,4.890100000000000335e+01,6.494199999999999307e+01,1.054533512487512356e-02
5.806300000000000239e+01,1.743199999999999932e+02,6.937699999999999534e+01,-1.364734992807192793e-02
2.249799999999999898e+02,1.319600000000000080e+02,6.364600000000000080e+01,-1.276941269730269557e-02
2.107700000000000102e+02,1.914600000000000080e+02,7.544700000000000273e+01,1.733847233766232666e-03
8.627100000000000080e+01,2.014099999999999966e+02,6.911400000000000432e+01,5.525782667332666473e-03
4.179999999999999716e+01,1.533300000000000125e+02,6.433299999999999841e+01,-1.583482487512487616e-02
2.249299999999999855e+01,5.484599999999999653e+01,6.582699999999999818e+01,-8.715558341658352420e-04
1.847100000000000009e+01,1.660699999999999932e+02,7.018600000000000705e+01,2.205243506493507685e-03
1.679499999999999886e+02,2.061699999999999875e+02,8.106799999999999784e+01,1.392633936863136787e-02
1.919199999999999875e+02,6.247699999999999676e+01,7.639300000000000068e+01,1.783852034965035692e-03
2.340500000000000114e+02,2.059499999999999886e+02,6.752899999999999636e+01,-4.721611038961038946e-03
1.185999999999999943e+02,8.090999999999999304e+00,6.753300000000000125e+01,9.629740559440420281e-05
1.142099999999999937e+02,1.850600000000000023e+02,7.827100000000000080e+01,-2.444505812387612331e-02
9.688100000000000023e+01,2.223300000000000125e+02,7.043600000000000705e+01,-7.916588309290708073e-03
8.738899999999999579e+01,5.309599999999999653e+01,6.776699999999999591e+01,4.249164089910088642e-03
2.258600000000000136e+02,7.861499999999999488e+01,7.290300000000000580e+01,8.511153766233766141e-03
2.457400000000000091e+02,9.725099999999999856e-01,6.708799999999999386e+01,1.197379882117882363e-02
2.128899999999999864e+02,2.698999999999999844e+01,7.503900000000000148e+01,1.272778401598403204e-03
1.788199999999999932e+02,7.054699999999999704e+01,7.791299999999999670e+01,-2.215408739260739390e-02
2.191899999999999977e+02,1.033299999999999983e+02,6.647899999999999920e+01,-3.550282780219780367e-03
1.897100000000000080e+02,2.162100000000000080e+02,7.954900000000000659e+01,3.847792596403597221e-02
1.481200000000000045e+02,2.294099999999999895e+01,7.298499999999999943e+01,3.066547226773226262e-03
1.075799999999999983e+02,2.465299999999999869e+01,6.392799999999999727e+01,-3.042956683316682624e-03
1.656299999999999955e+02,2.391599999999999966e+02,7.667400000000000659e+01,-5.239569724275723941e-03
1.698899999999999864e+02,8.242000000000000171e+01,7.811400000000000432e+01,-5.819752146853147783e-03
1.216899999999999977e+02,3.274600000000000222e+01,6.731100000000000705e+01,-1.006882282717282487e-03
1.392299999999999898e+02,1.208900000000000006e+02,8.121500000000000341e+01,3.502368223776223741e-03
1.764099999999999966e+02,1.076899999999999977e+02,7.740699999999999648e+01,-9.002178801198799582e-03
7.207500000000000284e+01,6.827100000000000080e+01,6.742900000000000205e+01,-5.454767129670330152e-03
2.188700000000000045e+02,1.446100000000000136e+02,6.466500000000000625e+01,-1.260341817482517508e-02
2.608600000000000136e+02,1.652800000000000011e+02,6.659000000000000341e+01,-3.937344605094905345e-03
2.110800000000000054e+01,1.897700000000000102e+02,6.824699999999999989e+01,-1.697217401998002070e-02
2.591399999999999864e+02,1.323600000000000136e+02,6.449099999999999966e+01,-3.055697296503496248e-03
1.983999999999999986e+01,1.364300000000000068e+02,6.539900000000000091e+01,-1.126479282917082839e-02
3.604399999999999693e+01,1.087500000000000000e+02,6.228000000000000114e+01,6.176301638361638216e-03
1.184099999999999966e+02,1.858300000000000063e+00,6.878499999999999659e+01,2.380594995004994829e-03
2.561299999999999955e+02,2.023899999999999864e+02,6.627200000000000557e+01,-1.208413908091908288e-03
2.256500000000000057e+02,2.034600000000000080e+02,6.984000000000000341e+01,-1.098070713286713324e-02
1.644699999999999989e+02,2.220500000000000114e+02,7.887099999999999511e+01,-3.901632967032974135e-04
5.301700000000000301e+01,2.418700000000000045e+02,6.667100000000000648e+01,-1.024097935064935058e-02
2.625199999999999818e+02,8.903700000000000614e+01,6.489700000000000557e+01,-1.454962521478521571e-02
8.282200000000000273e+01,1.496800000000000068e+02,7.536700000000000443e+01,1.319749307092907102e-02
1.087900000000000063e+02,9.396399999999999864e+01,7.769899999999999807e+01,-4.384342567632367599e-03
6.394800000000000040e+01,4.022699999999999676e+01,6.626699999999999591e+01,-2.898905045954045922e-03
1.169300000000000068e+02,2.479300000000000068e+02,7.065099999999999625e+01,2.895972907092907861e-03
1.430399999999999920e+02,9.744899999999999807e+01,7.998699999999999477e+01,3.388484535464535326e-03
9.566899999999999693e+01,2.621900000000000119e+01,6.628199999999999648e+01,3.128347712287711958e-03
2.426899999999999977e+02,1.530900000000000034e+02,6.348100000000000165e+01,-5.494825178821179275e-03
2.342100000000000080e+02,1.517299999999999898e+02,6.209199999999999875e+01,-6.826977392607392475e-03
2.012100000000000080e+02,1.566200000000000045e+02,7.143500000000000227e+01,2.149269854145855266e-03
6.229099999999999682e+01,1.095300000000000011e+02,6.943999999999999773e+01,-6.372889570429570404e-03
1.293700000000000045e+02,1.403300000000000125e+02,8.226300000000000523e+01,2.526449677322676734e-03
2.373700000000000045e+02,1.209300000000000068e+02,6.396099999999999852e+01,-1.720059736263736261e-02
1.731699999999999875e+02,2.682700000000000173e+01,7.436700000000000443e+01,-1.356429323376623537e-02
9.951399999999999579e+01,1.213799999999999955e+02,7.568699999999999761e+01,4.893329762237762573e-03
6.067399999999999949e+01,1.010400000000000063e+02,6.893899999999999295e+01,-9.629493891108890924e-03
1.087900000000000063e+02,2.435300000000000011e+02,6.935299999999999443e+01,-1.362134220779220861e-02
2.448600000000000136e+02,1.722800000000000011e+02,6.505500000000000682e+01,-2.409378626773226850e-03
1.950699999999999932e+02,1.484799999999999898e+02,7.190399999999999636e+01,-1.672078232767232678e-02
1.337700000000000102e+02,6.759600000000000364e+01,7.568000000000000682e+01,-3.708379860139859006e-04
1.905799999999999939e+00,2.204199999999999875e+02,6.675900000000000034e+01,-1.058375978621378666e-02
2.148100000000000165e+01,2.237500000000000000e+02,6.822599999999999909e+01,-1.156210596243756501e-02
9.898199999999999932e+01,7.582500000000000284e+01,7.229099999999999682e+01,-1.416393942147852261e-02
2.342599999999999909e+02,2.800100000000000122e+01,7.375199999999999534e+01,-3.122733125874126159e-03
9.534999999999999432e+01,1.980800000000000125e+02,7.299699999999999989e+01,9.221025373626368657e-04
2.325099999999999909e+02,3.667199999999999704e+01,7.607099999999999795e+01,4.639813248051948349e-03
1.739499999999999886e+02,2.153100000000000023e+02,8.135099999999999909e+01,-7.778231438561434381e-04
2.255099999999999909e+02,3.217600000000000193e+01,7.462999999999999545e+01,-5.645957489510488626e-03
1.512599999999999909e+02,9.449800000000000466e+01,7.945199999999999818e+01,-1.065180152847152763e-02
1.972800000000000011e+02,1.699399999999999977e+02,7.668200000000000216e+01,9.220537435864135586e-03
9.661100000000000421e+01,1.145699999999999932e+02,7.562000000000000455e+01,-4.192142124875124394e-03
8.470900000000000318e+01,2.462700000000000102e+02,6.570300000000000296e+01,5.712251132867132881e-03
1.366500000000000057e+02,1.135900000000000034e+02,8.053700000000000614e+01,-2.274906583416583857e-03
9.295099999999999341e+01,2.447100000000000080e+02,6.598799999999999955e+01,-3.800703326673327172e-03
7.795999999999999375e+01,5.215899999999999892e+01,6.767400000000000659e+01,-4.961908410589410678e-03
1.590900000000000034e+02,1.567299999999999898e+02,8.040699999999999648e+01,-3.288749960039959522e-03
7.553400000000000603e+01,2.283499999999999943e+02,6.773600000000000421e+01,-1.479856882117881658e-03
1.710000000000000000e+02,1.209399999999999977e+02,7.647199999999999420e+01,-6.771528671328666885e-04
2.893700000000000117e+01,8.677300000000000679e+00,6.368599999999999994e+01,4.249194985014993048e-04
2.278199999999999932e+02,1.705000000000000000e+02,6.650100000000000477e+01,2.099469907092907373e-03
2.564300000000000068e+02,1.331600000000000072e+01,6.620900000000000318e+01,-2.012060339660338461e-03
1.522400000000000091e+02,1.255499999999999972e+02,8.202500000000000568e+01,2.875348659340659554e-03
1.193499999999999943e+02,2.011699999999999875e+02,7.713599999999999568e+01,-1.069966045554445518e-03
2.193899999999999864e+02,1.608100000000000023e+02,6.680500000000000682e+01,4.434532849150848305e-03
2.542700000000000102e+02,1.016400000000000006e+02,6.475400000000000489e+01,-1.674504206793205876e-03
4.253300000000000125e+01,1.247600000000000087e+01,6.325699999999999790e+01,-2.986317075124876423e-03
1.874600000000000080e+02,1.419800000000000040e+01,7.564400000000000546e+01,-1.123795265734265237e-03
2.520000000000000000e+02,7.187500000000000000e+01,7.050199999999999534e+01,-1.147697335364635321e-02
1.595500000000000114e+02,1.932899999999999920e+02,7.918600000000000705e+01,1.123300471028971029e-02
2.451899999999999977e+02,1.590300000000000011e+02,6.390699999999999648e+01,-3.479560987012987432e-03
7.287999999999999545e+01,2.886899999999999977e+01,6.481000000000000227e+01,-6.725397841158840644e-03
1.242600000000000051e+02,1.930999999999999943e+02,7.821800000000000352e+01,-7.940719369630368576e-03
4.498700000000000188e+01,2.028199999999999932e+02,6.795999999999999375e+01,-2.421572293606394019e-02
3.726899999999999835e+01,1.738700000000000045e+02,6.884999999999999432e+01,-8.538383712287711536e-03
3.035900000000000176e+01,3.989699999999999847e+01,6.398400000000000176e+01,2.656473126873132025e-04
1.012199999999999989e+02,2.495500000000000114e+02,6.589400000000000546e+01,1.950540693306693045e-03
1.392199999999999989e+02,2.286899999999999977e+02,7.469599999999999795e+01,-6.157114568431570033e-03
1.440499999999999936e+01,1.920399999999999920e+02,6.926800000000000068e+01,-2.391754704835164641e-02
1.241700000000000017e+02,5.482500000000000284e+01,7.254699999999999704e+01,1.250970056943056944e-03
1.417600000000000016e+01,1.324600000000000044e+01,6.722700000000000387e+01,4.608709751248751471e-03
2.053899999999999864e+02,8.703799999999999670e+01,7.218000000000000682e+01,-6.664794245754246740e-03
3.404299999999999926e+01,1.925000000000000000e+02,6.831300000000000239e+01,-1.249503425586413405e-02
