x,y,z,gaussian_curvature
1.407599999999999909e+02,1.200999999999999943e+02,7.712800000000000011e+01,3.814023066933067423e-04
2.525300000000000011e+02,5.596000000000000085e+01,8.107699999999999818e+01,1.080305001593406464e-02
2.323499999999999943e+02,1.983600000000000136e+02,7.961599999999999966e+01,7.323018203496504085e-03
2.452400000000000091e+01,2.631700000000000159e+02,7.437699999999999534e+01,2.135175365154845170e-02
6.535300000000000331e+00,1.710099999999999909e+02,8.283700000000000330e+01,4.023590870629370313e-03
8.456999999999999318e+01,1.896099999999999852e+01,7.888299999999999557e+01,9.279203262067933083e-03
2.011899999999999977e+02,2.345900000000000034e+02,7.958700000000000330e+01,1.944119960279720066e-04
1.426200000000000045e+02,1.694900000000000091e+02,7.713100000000000023e+01,1.146508929070929179e-04
1.986599999999999966e+02,9.147299999999999898e+01,8.365300000000000580e+01,4.520947027972027567e-04
4.420199999999999818e+01,4.477199999999999847e+01,7.752100000000000080e+01,4.286868442557442618e-04
1.554499999999999886e+02,1.264300000000000068e+02,7.876999999999999602e+01,5.490682098901099534e-04
6.008200000000000074e+01,9.154900000000000659e+01,7.890399999999999636e+01,3.455814849150848789e-03
2.434099999999999966e+02,2.444799999999999898e+02,7.662300000000000466e+01,2.631781921489410175e-02
1.592199999999999989e+02,2.586200000000000045e+02,8.395900000000000318e+01,2.543718199700299634e-03
6.621999999999999886e+01,2.258499999999999943e+02,8.542600000000000193e+01,3.811951951748251662e-04
1.876500000000000057e+02,2.584499999999999886e+02,8.095199999999999818e+01,2.757794904695304826e-03
7.445699999999999363e+01,2.170399999999999920e+02,8.652500000000000568e+01,1.772871022977023307e-04
1.486100000000000136e+02,1.229200000000000017e+02,7.732500000000000284e+01,1.253856673326673359e-04
5.373299999999999699e+01,1.211800000000000068e+02,8.287199999999999989e+01,1.560555046853147158e-03
2.601000000000000227e+02,2.899999999999999911e+00,7.290000000000000568e+01,2.388676998111887925e-02
2.387400000000000091e+02,1.565699999999999932e+02,7.714400000000000546e+01,1.396415958041958021e-04
1.994399999999999977e+02,6.263000000000000256e+01,8.404600000000000648e+01,2.089358690309690576e-04
2.091699999999999875e+02,2.213600000000000136e+02,7.948000000000000398e+01,2.046884964035964130e-04
2.054000000000000057e+02,4.603300000000000125e+01,8.034399999999999409e+01,3.954576917982017235e-04
2.464000000000000057e+02,5.386099999999999710e+01,8.052500000000000568e+01,6.783568841758241472e-03
1.228700000000000045e+02,2.609800000000000182e+02,8.586799999999999500e+01,5.005883718281718860e-03
2.689499999999999957e+01,1.048599999999999994e+02,8.320399999999999352e+01,8.777848527472528533e-04
1.657100000000000080e+02,1.395099999999999909e+02,7.803400000000000603e+01,1.570808153846153842e-04
1.698799999999999955e+01,1.935399999999999920e+02,8.294499999999999318e+01,-7.410481928071928294e-05
9.991200000000000614e+01,2.182299999999999898e+02,8.635399999999999920e+01,3.738152879120878861e-04
1.641299999999999955e+02,6.839700000000000557e+01,8.075300000000000011e+01,2.281906967032967207e-04
1.197900000000000063e+02,1.358899999999999864e+02,7.990200000000000102e+01,1.831375641358640996e-04
2.598299999999999841e+02,1.277300000000000040e+02,7.966800000000000637e+01,6.739733673566433020e-03
6.305199999999999960e+01,8.542700000000000671e+01,7.910699999999999932e+01,1.727203597602397760e-03
1.499699999999999989e+02,6.165599999999999881e+01,8.205700000000000216e+01,5.018902300599400838e-03
1.350999999999999943e+02,2.000000000000000000e+00,8.890000000000000568e+01,9.409690879350649656e-03
1.859199999999999875e+02,4.962500000000000000e+01,8.425900000000000034e+01,9.170880881018981037e-04
5.088400000000000034e+01,1.320699999999999932e+02,8.181300000000000239e+01,3.701222500499500565e-04
2.215300000000000011e+02,2.440600000000000023e+02,7.860399999999999920e+01,1.060302094385614504e-03
2.453300000000000125e+02,2.721699999999999875e+01,7.635200000000000387e+01,6.254857894105893658e-04
1.811500000000000057e+02,1.033400000000000034e+02,7.925700000000000500e+01,4.683498964235763848e-04
5.631499999999999773e+01,5.466599999999999682e+01,7.814499999999999602e+01,1.416300043856143871e-03
9.036599999999999966e+00,2.311100000000000136e+02,8.220300000000000296e+01,5.627369468331668706e-03
2.739900000000000091e+01,1.176400000000000006e+02,8.116800000000000637e+01,5.750660501698302146e-03
2.293700000000000117e+01,1.111899999999999977e+02,8.174299999999999500e+01,1.420682020179819989e-03
1.774399999999999977e+02,2.000199999999999889e+01,8.054600000000000648e+01,2.735070340649350343e-03
2.189600000000000080e+02,1.468000000000000114e+02,7.913299999999999557e+01,5.263106647352647650e-04
2.505000000000000071e+01,3.348599999999999710e+01,7.807999999999999829e+01,4.211087551977022760e-03
7.746800000000000352e+01,1.584600000000000009e+01,7.922599999999999909e+01,4.912485674565434182e-03
1.830000000000000000e+02,1.743799999999999955e+02,8.009199999999999875e+01,2.588473666333666618e-04
1.432899999999999920e+02,6.172800000000000153e+01,8.339499999999999602e+01,1.797115539460539724e-04
1.867400000000000091e+02,1.982800000000000011e+02,7.818399999999999750e+01,3.779110633666333727e-04
1.514799999999999898e+02,2.947299999999999898e+01,8.718999999999999773e+01,8.348095568431566774e-05
8.642799999999999727e+01,1.808300000000000125e+02,8.338500000000000512e+01,2.783529112287711979e-04
2.563700000000000045e+02,8.877200000000000557e+01,8.262500000000000000e+01,7.419010472637361728e-03
1.736200000000000045e+02,1.039399999999999977e+02,7.867300000000000182e+01,3.317456634365634335e-04
1.024200000000000017e+02,2.598199999999999932e+02,8.452299999999999613e+01,3.488060101398601179e-03
2.211800000000000068e+02,8.773000000000000398e+01,8.149099999999999966e+01,5.039323353446553341e-03
9.391899999999999693e+01,5.673700000000000188e+01,7.999899999999999523e+01,3.953704613786214288e-04
1.163700000000000045e+02,1.450200000000000102e+02,8.015600000000000591e+01,4.104195470529470790e-04
1.688300000000000125e+02,9.196399999999999864e+01,8.181199999999999761e+01,4.327981848151847750e-04
1.397400000000000020e+01,2.263100000000000023e+01,7.578799999999999670e+01,3.889164915184814292e-03
1.829199999999999875e+02,1.381200000000000045e+02,7.737300000000000466e+01,3.856938113886114049e-04
2.173799999999999955e+02,3.403799999999999670e+01,7.858100000000000307e+01,-6.115741058941058582e-05
1.468100000000000023e+02,1.608199999999999932e+02,7.604000000000000625e+01,3.119988656843156985e-04
7.278300000000000125e+01,2.258400000000000034e+02,8.652500000000000568e+01,8.565390825174823961e-05
2.390000000000000000e+02,1.980200000000000102e+02,8.069899999999999807e+01,8.171584685714286317e-04
2.262199999999999989e+02,8.798299999999999343e+00,7.619700000000000273e+01,9.840574408991008964e-03
1.000600000000000023e+02,1.398000000000000114e+02,7.948499999999999943e+01,2.927782900099900297e-04
1.939099999999999824e+01,4.674099999999999966e+01,7.870099999999999341e+01,5.030182055944055824e-04
1.203599999999999994e+02,2.215999999999999943e+02,8.172299999999999898e+01,2.671664768231768049e-04
2.083000000000000114e+02,1.857700000000000102e+02,8.150000000000000000e+01,3.986599254745255123e-04
5.543900000000000006e+01,7.822899999999999920e+01,7.779300000000000637e+01,3.583413309090909037e-04
8.455400000000000205e+01,1.952800000000000011e+02,8.550600000000000023e+01,1.974377147852147821e-04
2.530099999999999838e+01,5.096099999999999852e+00,7.542799999999999727e+01,8.603428612787211369e-03
1.413300000000000125e+02,8.701300000000000523e+01,8.231499999999999773e+01,2.526807030969030997e-04
1.657199999999999989e+02,1.258599999999999994e+02,7.821899999999999409e+01,2.378423333666333610e-04
2.278000000000000114e+02,2.186899999999999977e+01,7.636599999999999966e+01,5.546601738261738379e-04
2.167899999999999938e+00,3.612700000000000244e+01,7.601900000000000546e+01,2.254783726873126580e-03
2.162800000000000011e+02,1.307800000000000011e+02,7.877100000000000080e+01,2.354405764835164772e-03
1.844699999999999989e+02,5.800000000000000000e+01,8.440800000000000125e+01,1.908389672327672187e-04
2.142700000000000102e+02,1.913300000000000125e+02,8.046500000000000341e+01,4.059554361438561638e-04
2.471500000000000057e+02,1.776299999999999955e+02,8.198799999999999955e+01,6.423967305694306285e-04
1.046299999999999955e+02,3.502199999999999847e+01,8.246500000000000341e+01,2.765590083546453238e-03
6.016100000000000136e+01,2.493100000000000023e+02,8.329900000000000659e+01,2.957430476623376225e-03
9.372199999999999420e+00,6.895000000000000284e+01,8.053100000000000591e+01,5.042261415084915363e-03
1.106299999999999955e+02,2.147100000000000080e+02,8.517499999999999716e+01,3.429033172127872128e-04
9.151099999999999568e+01,1.330699999999999932e+02,7.952800000000000580e+01,2.428731752247752316e-04
2.111599999999999966e+02,2.439000000000000057e+02,7.890699999999999648e+01,5.273702288711288504e-04
1.941100000000000136e+02,2.501299999999999955e+02,7.962199999999999989e+01,4.983291869630369388e-03
2.572500000000000000e+02,1.908400000000000034e+02,8.245600000000000307e+01,9.559467196803197314e-03
1.425600000000000023e+02,1.282100000000000080e+02,7.636299999999999955e+01,5.693013095904096536e-04
1.213499999999999943e+02,2.455500000000000114e+02,8.404500000000000171e+01,4.901237813186813804e-04
3.273499999999999943e+01,2.601899999999999977e+02,7.625000000000000000e+01,1.078323510619380587e-02
2.104300000000000068e+02,1.330499999999999972e+01,7.553799999999999670e+01,1.499679605894106010e-03
8.382200000000000273e+01,2.115000000000000000e+02,8.775799999999999557e+01,6.133103108291707191e-04
1.676800000000000068e+02,2.563899999999999864e+02,8.396599999999999397e+01,1.245778096613386681e-03
9.356799999999999784e+01,2.472500000000000000e+02,8.256799999999999784e+01,5.016874583016983592e-04
1.599600000000000080e+02,1.466899999999999977e+02,7.745600000000000307e+01,5.755647908091907896e-04
4.972599999999999909e+01,1.108199999999999932e+02,8.089400000000000546e+01,3.962962377002996091e-03
1.930600000000000094e+01,2.142500000000000000e+02,8.448399999999999466e+01,7.004333534075923851e-03
1.011099999999999994e+02,7.366800000000000637e+01,7.928700000000000614e+01,2.917844052947053592e-04
8.643999999999999773e+01,1.502500000000000000e+02,8.005700000000000216e+01,3.569311954345653968e-04
1.095700000000000074e+01,2.532700000000000102e+02,7.766599999999999682e+01,3.976863766073925749e-02
5.805499999999999972e+01,1.906200000000000045e+02,8.389199999999999591e+01,4.374013961038961465e-03
2.492100000000000080e+02,2.597500000000000000e+02,7.478000000000000114e+01,2.176411296793206995e-02
9.464000000000000057e+01,1.027800000000000011e+02,7.969799999999999329e+01,3.133984896103896630e-04
1.928100000000000023e+02,1.116200000000000081e+01,7.812900000000000489e+01,3.579971546753246778e-03
1.756200000000000045e+02,2.550999999999999943e+02,8.241400000000000148e+01,1.348955103626373574e-02
2.400999999999999943e+02,7.618399999999999750e+01,8.275300000000000011e+01,6.499934716383615804e-04
1.290900000000000034e+02,1.447499999999999964e+01,8.923099999999999454e+01,3.239126411588411081e-03
9.453000000000000114e+01,8.189300000000000068e+01,7.934199999999999875e+01,3.620371525474524836e-04
1.654499999999999886e+02,9.691700000000000870e+00,8.214499999999999602e+01,1.004554104805194942e-02
5.664800000000000324e+01,1.525500000000000114e+02,8.125700000000000500e+01,6.253134869730270044e-03
1.931899999999999977e+02,2.283100000000000129e+00,8.052800000000000580e+01,4.670127660239759178e-03
6.917900000000000205e+01,1.452199999999999989e+02,8.101099999999999568e+01,5.000292785514485420e-04
2.263700000000000045e+02,2.627400000000000091e+02,7.401399999999999579e+01,7.744232434565434184e-03
2.272400000000000091e+02,9.280800000000000693e+01,8.085800000000000409e+01,3.111795138861139700e-04
2.571100000000000136e+02,2.288700000000000045e+02,7.936799999999999500e+01,1.010840239170829151e-02
1.201800000000000068e+02,2.154699999999999989e+02,8.283700000000000330e+01,1.531961702297701959e-04
6.656999999999999318e+01,1.286599999999999966e+02,8.127299999999999613e+01,2.742408538461538594e-04
1.046800000000000068e+02,5.776700000000000301e+01,8.139199999999999591e+01,3.525754021978022351e-04
1.240799999999999983e+02,2.075600000000000023e+02,8.196299999999999386e+01,2.846040504495505035e-04
1.666500000000000057e+02,3.877199999999999847e+01,8.552800000000000580e+01,3.619165262737263078e-04
2.593700000000000045e+02,7.363700000000000045e+01,8.146599999999999397e+01,6.373234399400599590e-03
1.855099999999999909e+02,1.093499999999999943e+02,7.814499999999999602e+01,3.254840587412587811e-04
6.531199999999999761e+01,2.357899999999999920e+02,8.534300000000000352e+01,2.622887185814186048e-04
8.587099999999999511e+01,2.440300000000000011e+02,8.281699999999999307e+01,2.716630228771228350e-04
2.052100000000000080e+02,1.072000000000000028e+02,8.106499999999999773e+01,6.816758626773225570e-04
1.428600000000000136e+02,2.216599999999999966e+02,8.057699999999999818e+01,3.108711814185814910e-04
1.705800000000000125e+02,1.266600000000000037e+01,8.183799999999999386e+01,3.283219793206793090e-04
3.149299999999999855e+01,3.024099999999999966e+01,7.784199999999999875e+01,1.167778804105894241e-02
4.289699999999999847e+01,9.254699999999999704e+00,7.790399999999999636e+01,1.178719810759240767e-02
1.888100000000000023e+02,9.137199999999999989e+01,8.243300000000000693e+01,4.109631325674326465e-04
2.421599999999999966e+02,2.313000000000000114e+02,7.670999999999999375e+01,9.026355526373625688e-04
2.288199999999999932e+02,2.301299999999999955e+02,7.768699999999999761e+01,8.945237223736263871e-03
1.629300000000000068e+02,2.087899999999999920e+02,7.854300000000000637e+01,6.931010444755243520e-03
1.659699999999999989e+02,2.335000000000000000e+02,7.887800000000000011e+01,3.216247641858141926e-03
2.255799999999999983e+01,6.482999999999999829e+01,7.960800000000000409e+01,4.709697698301698360e-04
1.035199999999999960e+02,1.565999999999999943e+02,8.063299999999999557e+01,4.273206389610388861e-04
1.336800000000000068e+02,7.727200000000000557e+01,8.306699999999999307e+01,2.787352288711288702e-04
1.019999999999999929e+01,2.618999999999999773e+02,7.240000000000000568e+01,4.193906055854146331e-02
1.956200000000000045e+02,1.824600000000000080e+02,7.891899999999999693e+01,6.272677232767231103e-05
8.456399999999999295e+01,1.688000000000000114e+02,7.842199999999999704e+01,7.555986552947054459e-04
2.340500000000000114e+02,2.572699999999999818e+02,7.452100000000000080e+01,6.819942169830169520e-04
8.502700000000000102e+01,1.729199999999999875e+02,7.981699999999999307e+01,1.518384013986014288e-04
9.307999999999999829e+01,1.732800000000000011e+02,7.904900000000000659e+01,1.716370700299700331e-04
6.459999999999999964e+00,8.487199999999999989e+01,8.043000000000000682e+01,4.742441002797202591e-03
6.969400000000000261e+01,1.222600000000000051e+02,8.201900000000000546e+01,8.580955860139860515e-04
1.686200000000000045e+02,2.124399999999999977e+01,8.201600000000000534e+01,2.808451266133866250e-03
2.278400000000000034e+02,1.458700000000000045e+02,7.839400000000000546e+01,5.919366479220779069e-03
5.795499999999999829e+01,3.987899999999999778e+01,7.821299999999999386e+01,2.936149523276723261e-04
2.168899999999999864e+02,1.209699999999999989e+02,7.840900000000000603e+01,4.451882465344655926e-03
6.558700000000000330e+01,2.464499999999999886e+02,8.368200000000000216e+01,1.357503230259740233e-03
2.012099999999999866e+01,8.877700000000000102e+01,8.116299999999999670e+01,1.294511392515484277e-02
2.537100000000000080e+02,9.821500000000000341e+01,7.983299999999999841e+01,8.027926051618382644e-03
5.757200000000000273e+01,8.472899999999999920e+01,7.770499999999999829e+01,4.090489226273726856e-04
6.584199999999999875e+01,1.840600000000000023e+02,8.332899999999999352e+01,7.778340959040958697e-05
9.807899999999999352e+01,2.339799999999999898e+02,8.392900000000000205e+01,4.009019586413586802e-04
8.805500000000000682e+01,1.093799999999999955e+02,8.007599999999999341e+01,3.166578398601399037e-04
8.863700000000000045e+01,3.658100000000000307e+01,7.882099999999999795e+01,7.160598920379621264e-03
9.746500000000000341e+01,4.075500000000000256e+01,8.133899999999999864e+01,4.833939841458541505e-04
2.309600000000000080e+02,8.404399999999999693e+01,8.228000000000000114e+01,2.342168696903096804e-03
2.361500000000000057e+02,2.303000000000000114e+02,7.659000000000000341e+01,2.147523735758241625e-02
2.109600000000000080e+02,1.240400000000000063e+02,7.932399999999999807e+01,1.086370803196803333e-04
1.284099999999999966e+02,2.397700000000000102e+02,8.506699999999999307e+01,2.783164606293706618e-04
1.195900000000000034e+02,5.060099999999999909e+01,8.373699999999999477e+01,1.824800633366633349e-04
2.047500000000000000e+02,1.854799999999999827e+01,7.624399999999999977e+01,3.053679035864135995e-03
9.392700000000000671e+01,1.271599999999999966e+02,8.073999999999999488e+01,6.046836512587412281e-04
1.669099999999999966e+02,1.542899999999999920e+02,7.783899999999999864e+01,5.064716236763236760e-04
2.573399999999999750e+02,6.312599999999999767e+01,8.135299999999999443e+01,5.322307551448551399e-04
2.092899999999999920e+02,6.545900000000000318e+01,8.245199999999999818e+01,2.247818527472527359e-04
1.186899999999999977e+01,4.641199999999999903e+01,8.084900000000000375e+01,5.291331389510489647e-03
2.336899999999999977e+02,1.887199999999999989e+02,8.038899999999999579e+01,5.903881145854146832e-04
2.574800000000000182e+02,1.530500000000000114e+02,8.135200000000000387e+01,1.189489352861138917e-02
7.215800000000000125e+01,7.525000000000000000e+01,7.992799999999999727e+01,6.481175245754246857e-04
1.275799999999999983e+02,2.224300000000000068e+02,8.214799999999999613e+01,5.718963398101898753e-04
2.227199999999999989e+02,2.589800000000000182e+02,7.602200000000000557e+01,8.116179248151847436e-03
1.377999999999999936e+01,1.416999999999999886e+02,8.174399999999999977e+01,4.458901310889111687e-03
8.991100000000000136e+01,1.673199999999999932e+02,7.879699999999999704e+01,3.760633858041957677e-04
1.552500000000000000e+02,2.113499999999999943e+02,7.870799999999999841e+01,2.034394155204795167e-04
1.915099999999999909e+02,5.793500000000000227e+01,8.401200000000000045e+01,4.487436316683316643e-04
1.675300000000000011e+02,1.623899999999999864e+02,7.861599999999999966e+01,5.978061789210790044e-04
2.200000000000000000e+02,1.645600000000000023e+02,7.960299999999999443e+01,3.648529031968031377e-04
4.155100000000000193e+01,7.813899999999999579e+01,7.803900000000000148e+01,5.634845143856144533e-04
1.124399999999999977e+02,1.361800000000000068e+02,8.174699999999999989e+01,5.054724065934065955e-04
1.859600000000000080e+02,1.899199999999999875e+02,7.725400000000000489e+01,1.933627003996003877e-04
1.020000000000000000e+02,1.721500000000000057e+02,7.878600000000000136e+01,1.950007918081917910e-04
9.384000000000000341e+01,9.413299999999999557e+01,7.993300000000000693e+01,4.231145525474526046e-04
4.414800000000000324e+01,8.337699999999999534e+01,7.923399999999999466e+01,4.035182539360639489e-03
1.448000000000000114e+02,7.729599999999999582e+00,8.670499999999999829e+01,1.213640450249750015e-03
5.264500000000000313e+01,4.659300000000000352e+01,7.828900000000000148e+01,6.746048229470530400e-04
1.367100000000000080e+02,1.899000000000000057e+02,7.738299999999999557e+01,3.436732148851149248e-04
3.345700000000000074e+01,1.486699999999999875e+02,8.018699999999999761e+01,4.104023011888111743e-04
2.660699999999999932e+02,7.406900000000000261e+01,7.996500000000000341e+01,3.044120045084915387e-03
9.456199999999999761e+01,1.378300000000000125e+02,7.824699999999999989e+01,7.224922302197803398e-04
1.018900000000000006e+02,2.396800000000000068e+02,8.309799999999999898e+01,2.630692994005993631e-04
2.103799999999999955e+02,1.148499999999999943e+02,8.024399999999999977e+01,4.304618008991008748e-04
1.163100000000000023e+02,1.539199999999999875e+02,7.659999999999999432e+01,2.299495142857143465e-04
6.551200000000000045e+01,5.229500000000000171e+01,7.783400000000000318e+01,4.193786025974026227e-04
2.199699999999999989e+02,1.919900000000000091e+02,7.960299999999999443e+01,1.761238504495504982e-04
1.815500000000000114e+02,2.581800000000000068e+02,8.126500000000000057e+01,6.295237564235764416e-03
2.420500000000000114e+02,1.749099999999999966e+02,8.141800000000000637e+01,3.774294443556442747e-04
1.178500000000000014e+01,2.417500000000000000e+02,8.035699999999999932e+01,1.638652587812187630e-02
1.614000000000000057e+02,1.172799999999999976e+01,8.382399999999999807e+01,2.309512642457542137e-03
6.838700000000000045e+01,1.583000000000000114e+02,8.127200000000000557e+01,6.725746829470528616e-04
1.320200000000000102e+02,1.180100000000000051e+02,7.922899999999999920e+01,5.641795204895105886e-04
2.315600000000000023e+02,2.429399999999999977e+02,7.709799999999999898e+01,3.225555816063935266e-02
2.429900000000000091e+02,1.607800000000000011e+02,7.956399999999999295e+01,5.483038404605393434e-03
9.351099999999999568e+01,6.381600000000000250e+01,7.988299999999999557e+01,4.191232051948051360e-04
3.673400000000000176e+01,1.846999999999999886e+02,8.178700000000000614e+01,7.418663708291708524e-04
2.369399999999999977e+02,2.482299999999999898e+02,7.571399999999999864e+01,1.104047219900099880e-02
1.559799999999999898e+02,1.893100000000000094e+01,8.458799999999999386e+01,7.435189583486512613e-03
1.974600000000000080e+02,7.135999999999999943e+01,8.488800000000000523e+01,8.637953956043954804e-04
1.521500000000000057e+02,2.381200000000000045e+02,8.154999999999999716e+01,1.056783836563436737e-03
1.209000000000000057e+02,1.024899999999999949e+02,8.030200000000000671e+01,7.609928956043954902e-04
2.625099999999999909e+02,4.832999999999999829e+01,8.031000000000000227e+01,8.235739255544454254e-03
1.285999999999999943e+02,4.734499999999999886e+01,8.563800000000000523e+01,5.678420541458541844e-04
3.118299999999999983e+01,3.888300000000000267e+01,7.723600000000000421e+01,1.087496335264735324e-03
1.943000000000000114e+02,2.608199999999999932e+02,7.953900000000000148e+01,2.784949225474525440e-03
