x,y,z,gaussian_curvature
1.223700000000000045e+02,1.207799999999999940e+01,4.803399999999999892e+01,2.037332920339660156e-03
2.119600000000000080e+02,1.811800000000000068e+02,6.547799999999999443e+01,-4.682489320679326212e-05
2.448499999999999943e+02,2.082700000000000102e+02,5.527600000000000335e+01,9.233652128971028264e-04
1.683700000000000045e+02,1.258700000000000045e+02,6.920999999999999375e+01,-5.074718411588411554e-04
2.685999999999999943e+00,4.625500000000000256e+01,5.525999999999999801e+01,5.151948736963036547e-03
5.278600000000000136e+01,2.116699999999999875e+02,5.188900000000000290e+01,8.813122684315684036e-04
1.314099999999999966e+02,2.223900000000000077e+01,4.575699999999999790e+01,7.630699991008991351e-04
1.234500000000000028e+02,9.420900000000000318e+01,5.251200000000000045e+01,4.373132892707293239e-04
8.316899999999999693e+01,1.305399999999999920e+02,6.574899999999999523e+01,8.942054125874124445e-05
5.948299999999999699e+01,1.050100000000000051e+02,5.019299999999999784e+01,6.466303194705294924e-04
3.821399999999999864e+01,1.291599999999999966e+02,5.635300000000000153e+01,-1.942983517482517843e-04
7.975300000000000011e+01,4.720700000000000074e+01,4.619500000000000028e+01,1.059441319680319701e-03
7.491800000000000637e+01,1.848000000000000114e+02,5.816199999999999903e+01,4.279162352647352654e-05
1.779900000000000091e+02,5.017000000000000171e+01,5.232800000000000296e+01,7.113786381218780699e-04
2.221699999999999875e+02,1.439499999999999886e+02,6.377799999999999869e+01,5.245341387612388303e-04
1.667299999999999898e+02,9.338100000000000023e+01,5.853999999999999915e+01,-4.252195870129870021e-04
9.492499999999999716e+01,1.413700000000000045e+02,7.220099999999999341e+01,-1.384681010189810170e-03
2.194000000000000057e+02,1.371100000000000136e+02,6.295300000000000296e+01,7.921711980019979782e-04
1.342100000000000080e+02,2.360999999999999943e+02,5.435900000000000176e+01,1.841989732267731246e-04
5.235199999999999676e+01,1.721299999999999955e+02,5.676400000000000290e+01,8.534203806193805207e-05
1.991999999999999886e+02,9.483000000000000540e+00,5.924799999999999756e+01,9.790609632487512481e-03
2.335300000000000011e+02,1.052999999999999972e+02,6.274199999999999733e+01,-6.856948271728270444e-05
2.620000000000000000e+02,1.774499999999999886e+02,6.096999999999999886e+01,4.001906014585414860e-03
1.714000000000000057e+02,2.914699999999999847e+01,5.336399999999999721e+01,4.532465901998001959e-04
1.208400000000000034e+02,6.363600000000000279e+01,4.342999999999999972e+01,4.704193034865134502e-04
1.647800000000000011e+02,1.684499999999999886e+02,7.293600000000000705e+01,-1.037658022677322807e-03
2.332400000000000091e+02,1.752500000000000000e+02,6.325800000000000267e+01,3.885947785214784850e-04
2.641700000000000159e+02,2.508799999999999955e+02,5.204999999999999716e+01,6.001614193796202951e-02
7.469299999999999784e+01,6.203000000000000114e+01,4.662899999999999778e+01,1.146403678577422383e-03
2.099099999999999966e+01,1.077699999999999960e+02,5.874000000000000199e+01,7.427079836163837665e-04
9.406199999999999761e+01,1.026299999999999955e+02,5.238100000000000023e+01,5.832225182817183176e-04
1.038100000000000023e+02,9.974099999999999966e+01,5.477000000000000313e+01,5.770063324675324791e-04
1.277399999999999949e+02,1.261700000000000017e+02,7.211299999999999955e+01,6.989594337662337342e-03
1.300799999999999912e+01,1.140000000000000000e+02,5.965899999999999892e+01,1.623687727652347451e-02
2.152799999999999869e+01,9.851499999999999702e+00,4.707200000000000273e+01,1.315879245254745165e-02
8.619899999999999451e+00,1.803400000000000034e+02,5.441599999999999682e+01,7.185027001498501924e-03
1.226399999999999935e+01,4.234599999999999653e+01,5.506900000000000261e+01,8.939387267102897119e-03
1.936200000000000045e+02,5.349600000000000222e+01,5.357300000000000040e+01,8.316663254745253718e-04
8.619100000000000250e+01,2.409699999999999989e+02,5.172299999999999898e+01,4.654699935064934759e-04
2.385900000000000034e+02,1.794699999999999989e+02,6.028399999999999892e+01,2.964198833166832754e-04
1.716999999999999886e+02,5.709100000000000108e+01,5.053099999999999881e+01,1.933472588511488122e-04
1.244500000000000028e+02,1.075499999999999972e+02,5.678600000000000136e+01,9.316224056943056293e-04
2.029999999999999805e+00,1.880000000000000071e+01,4.952000000000000313e+01,1.555446352318681433e-03
2.143600000000000136e+02,1.421899999999999977e+02,6.429099999999999682e+01,4.152719841158841502e-04
1.390900000000000034e+02,3.874699999999999989e+01,4.612800000000000011e+01,2.163943729170828901e-04
2.289099999999999966e+02,1.349000000000000021e+01,5.556199999999999761e+01,1.736545873526473523e-03
2.155300000000000011e+02,2.457599999999999909e+02,5.992399999999999949e+01,5.919738468631367779e-04
1.212800000000000011e+02,2.141599999999999966e+02,5.635499999999999687e+01,2.492717830769230949e-03
6.856699999999999307e+01,1.437899999999999920e+02,6.337700000000000244e+01,1.996605873126873303e-04
1.743499999999999943e+02,1.293199999999999932e+02,6.862199999999999989e+01,2.929215868551448524e-04
1.893799999999999955e+02,1.152600000000000051e+02,6.626600000000000534e+01,8.402696733266734846e-05
1.994300000000000068e+02,2.337199999999999989e+02,6.321800000000000352e+01,6.064371818181817477e-04
2.283600000000000136e+02,1.910600000000000023e+02,6.075600000000000023e+01,3.701551683316683700e-04
2.487399999999999878e+01,2.141299999999999955e+02,4.953600000000000136e+01,5.808457344755245345e-04
1.066400000000000006e+02,2.513400000000000034e+02,5.003099999999999881e+01,5.857868086413585938e-03
1.492900000000000027e+01,1.323799999999999955e+01,4.849000000000000199e+01,2.200898266233766113e-03
1.663300000000000125e+02,1.441299999999999955e+02,6.945300000000000296e+01,7.127932425574424243e-04
4.183299999999999841e+01,6.903100000000000591e+01,5.150999999999999801e+01,-1.921324278721279154e-04
6.710399999999999920e+01,1.635900000000000034e+02,6.049300000000000210e+01,5.210067755244754406e-04
6.106000000000000227e+01,1.965999999999999943e+02,5.520400000000000063e+01,3.032864905094904973e-04
9.427299999999999613e+01,6.273700000000000188e+01,4.548100000000000165e+01,5.106018658341658243e-04
4.688700000000000045e+01,1.450200000000000102e+02,5.663600000000000279e+01,9.286124848351648463e-04
2.519999999999999929e+01,2.401500000000000057e+02,5.009199999999999875e+01,4.571272947052947163e-04
2.342699999999999960e+01,9.437500000000000000e+01,5.531700000000000017e+01,9.998007665234765438e-04
3.407700000000000173e+00,2.539099999999999966e+02,4.925399999999999778e+01,8.547281176063935282e-02
2.436500000000000057e+02,1.055199999999999960e+01,5.379899999999999949e+01,1.524761364635364436e-02
6.860699999999999932e+01,1.351200000000000045e+01,4.706600000000000250e+01,1.086807920222777370e-02
2.225399999999999920e+02,2.068100000000000023e+02,5.954200000000000159e+01,5.892500974025972161e-05
2.149300000000000068e+02,2.533499999999999943e+02,5.921399999999999864e+01,6.626407184715283824e-03
4.543399999999999750e+01,2.605799999999999983e+01,4.968900000000000006e+01,1.981512913196802842e-03
5.350300000000000011e+01,1.499199999999999875e+02,5.748100000000000165e+01,-3.808584262237762487e-04
4.597899999999999920e+01,2.286399999999999864e+02,5.084000000000000341e+01,8.055970500499499889e-04
2.556899999999999977e+02,1.661800000000000068e+02,6.026599999999999824e+01,7.854234110889111130e-04
1.888199999999999932e+02,9.226999999999999602e+01,6.021600000000000108e+01,3.375728047952047755e-04
2.497199999999999989e+02,1.500699999999999967e+01,5.479299999999999926e+01,7.496389706193805694e-03
2.080000000000000000e+02,2.095399999999999920e+02,6.268399999999999750e+01,1.197622687312687064e-04
2.291299999999999955e+02,2.196500000000000057e+02,5.833500000000000085e+01,-2.719741132867133115e-04
2.218600000000000136e+02,1.291599999999999966e+02,6.314600000000000080e+01,-8.884473166833166684e-05
7.001999999999999602e+01,1.260300000000000011e+02,5.801800000000000068e+01,2.006961105894105311e-04
9.701099999999999568e+01,9.604000000000000625e+01,5.126299999999999812e+01,2.968995562437562875e-04
2.461999999999999886e+02,2.946600000000000108e+01,5.715400000000000347e+01,3.566062507322677842e-03
2.289000000000000057e+02,1.468899999999999864e+02,6.359400000000000119e+01,1.900493387612388102e-04
2.507899999999999920e+02,1.956699999999999875e+02,5.730199999999999960e+01,1.052531847052947094e-03
4.464800000000000324e+01,6.187500000000000000e+01,4.955799999999999983e+01,4.696914851148851111e-04
2.349699999999999989e+01,8.541200000000000614e+01,5.578799999999999670e+01,1.047403886213786302e-03
2.365999999999999943e+02,2.061599999999999966e+02,5.695199999999999818e+01,1.190650425574425140e-04
1.985999999999999943e+02,7.627299999999999613e+01,5.580899999999999750e+01,6.316082017982032912e-06
1.324900000000000091e+02,5.434799999999999898e+01,4.305400000000000205e+01,5.761597254745254217e-04
1.406299999999999955e+02,1.293699999999999939e+01,5.069599999999999795e+01,-6.685096733266738958e-05
1.019699999999999989e+02,1.851899999999999977e+02,6.242600000000000193e+01,1.346046561808191596e-03
1.344199999999999875e+02,5.891100000000000136e+01,4.485199999999999676e+01,1.348062421408591531e-03
1.151899999999999977e+02,2.619599999999999795e+02,5.113400000000000034e+01,1.109879585064934941e-02
2.460999999999999943e+02,1.729799999999999898e+02,5.980799999999999983e+01,2.195618163836164237e-04
2.271699999999999875e+01,1.573799999999999955e+02,5.489800000000000324e+01,2.983302258341658138e-03
7.482099999999999795e+01,1.715000000000000000e+02,6.095300000000000296e+01,2.158572937062936238e-04
1.916200000000000045e+02,1.126600000000000001e+01,5.984799999999999898e+01,7.276808442657342266e-03
4.681700000000000017e+01,2.208799999999999955e+02,5.083899999999999864e+01,2.133620834165833818e-04
3.267999999999999972e+01,2.605600000000000023e+02,4.214000000000000057e+01,1.029043157662337844e-02
2.214000000000000057e+02,2.167800000000000011e+02,5.959300000000000352e+01,2.803928839560440719e-04
1.576800000000000068e+02,2.115900000000000034e+02,6.988700000000000045e+01,-1.436143506593406515e-03
1.080400000000000027e+01,2.586299999999999955e+02,4.905700000000000216e+01,1.162031339815184673e-02
1.421699999999999875e+02,2.191500000000000057e+02,6.472700000000000387e+01,-7.012054572227772098e-04
4.692699999999999960e+01,1.237399999999999949e+02,5.573400000000000176e+01,2.740417900099900847e-04
1.028400000000000034e+02,1.450500000000000114e+02,7.232800000000000296e+01,-1.122371600999001046e-03
1.695800000000000125e+02,7.190200000000000102e+01,5.308400000000000318e+01,7.878642528871129336e-04
2.544300000000000068e+02,2.166800000000000068e+02,5.376899999999999835e+01,4.486681728911088782e-03
8.481699999999999307e+01,2.097400000000000091e+02,5.575500000000000256e+01,8.520202346153845111e-04
1.805099999999999909e+02,8.159300000000000352e+01,5.663600000000000279e+01,2.461429154845154281e-04
1.371599999999999966e+02,2.542399999999999949e+01,4.644200000000000017e+01,-3.702891388611386436e-05
1.278299999999999983e+02,2.033499999999999943e+02,6.243399999999999750e+01,-1.891924694805194622e-03
3.907000000000000028e+01,6.171300000000000097e+01,5.128600000000000136e+01,3.109427680919080888e-04
3.407200000000000273e+01,2.137400000000000091e+02,4.981300000000000239e+01,6.006421208791209217e-04
4.845600000000000307e+01,2.576999999999999886e+02,4.466499999999999915e+01,8.448764043956043983e-04
8.512399999999999523e+01,3.929899999999999949e+01,4.737199999999999989e+01,7.962309990009988798e-04
8.701900000000000190e+00,1.639499999999999886e+02,5.662599999999999767e+01,7.029995602197802729e-03
2.432500000000000000e+02,9.917600000000000193e+01,6.439799999999999613e+01,2.524422782217783183e-04
2.543799999999999955e+02,1.790600000000000023e+02,5.995600000000000307e+01,5.067819254745255589e-04
6.459300000000000352e+01,2.221599999999999966e+02,5.199699999999999989e+01,1.083686684715284626e-03
9.242799999999999727e+01,2.462400000000000091e+02,5.095000000000000284e+01,6.118733231768231674e-04
1.179099999999999966e+02,3.821200000000000330e+01,4.357200000000000273e+01,3.698983506493507163e-04
1.515999999999999943e+02,4.828300000000000125e+01,4.847899999999999920e+01,-1.678000826173825662e-04
4.823899999999999721e+01,1.582599999999999909e+02,5.518200000000000216e+01,5.837183484515485370e-04
1.320699999999999932e+02,1.061800000000000068e+02,5.865899999999999892e+01,4.020015801198801686e-04
1.412800000000000011e+02,2.359399999999999977e+02,5.730899999999999750e+01,6.666172979020979460e-04
1.223900000000000006e+02,2.227899999999999920e+02,5.690699999999999648e+01,3.108616077922077888e-04
7.722199999999999420e+01,1.315000000000000000e+02,6.199499999999999744e+01,3.322537972027961458e-05
2.460999999999999943e+02,2.575799999999999841e+02,5.394500000000000028e+01,3.280748638161838648e-02
1.576500000000000057e+02,8.331799999999999784e+01,5.304500000000000171e+01,7.100891812187812031e-04
2.989600000000000080e+01,1.344499999999999886e+02,5.562899999999999778e+01,1.353347452147852115e-03
5.896200000000000330e+00,9.527599999999999625e+01,6.087899999999999778e+01,1.492820334190809312e-02
3.178999999999999915e+01,1.063100000000000023e+02,5.577499999999999858e+01,2.710652223776223273e-03
3.644200000000000017e+01,1.381800000000000068e+02,5.489500000000000313e+01,2.772437941058941485e-04
7.292100000000000648e+01,7.348499999999999588e+00,4.778399999999999892e+01,1.381223779279720267e-02
2.544799999999999898e+02,2.384300000000000068e+02,5.482300000000000040e+01,2.293729150289710098e-02
1.290200000000000102e+02,1.685399999999999920e+02,7.020999999999999375e+01,-2.471975942057942025e-03
9.411400000000000432e+00,2.207899999999999920e+02,5.155100000000000193e+01,4.068381114185813836e-03
1.276899999999999977e+02,7.067700000000000671e+01,4.577600000000000335e+01,1.140546758941058747e-03
1.395699999999999932e+02,3.290000000000000036e+00,4.886999999999999744e+01,8.096316544755245356e-03
1.246899999999999977e+02,1.145100000000000051e+02,6.251400000000000290e+01,2.766040831168831236e-04
9.716500000000000625e+01,2.215000000000000000e+02,5.261099999999999710e+01,5.069125281718280386e-05
1.353700000000000081e+01,1.069200000000000017e+02,5.979599999999999937e+01,5.946717964035963706e-03
5.887199999999999989e+00,2.468899999999999864e+02,5.100000000000000000e+01,1.251519602997003093e-02
1.064200000000000017e+02,1.971200000000000063e+00,4.914000000000000057e+01,1.141664430219780507e-02
1.045900000000000034e+02,2.071299999999999955e+02,5.665899999999999892e+01,-2.405986404595404529e-04
7.673699999999999477e+01,7.678000000000000114e+01,4.755400000000000205e+01,1.024492510989010981e-03
2.377800000000000011e+02,2.641700000000000159e+01,5.603099999999999881e+01,7.272894723576423838e-03
1.104599999999999937e+02,2.280200000000000102e+02,5.140999999999999659e+01,1.716461914085913858e-04
1.430699999999999932e+02,1.414099999999999966e+02,7.390500000000000114e+01,-2.857626010489510565e-03
3.262500000000000000e+01,4.898499999999999943e+01,5.084700000000000131e+01,4.944453487512487323e-04
1.047100000000000009e+01,2.524699999999999989e+02,4.987700000000000244e+01,3.313821591908092112e-02
5.807999999999999829e+01,2.052899999999999920e+02,5.212599999999999767e+01,-1.732183716383616260e-04
9.358100000000000307e+01,2.395200000000000102e+02,5.150399999999999778e+01,7.194380319680319328e-04
1.074799999999999933e+01,1.444300000000000068e+02,5.854399999999999693e+01,1.458066779401598519e-02
1.488300000000000125e+02,8.673199999999999932e+01,5.400000000000000000e+01,-3.759919279720282792e-05
1.961999999999999886e+02,2.195999999999999943e+02,6.521099999999999852e+01,3.393361646353646181e-04
2.346299999999999955e+02,8.565300000000000580e+00,5.434300000000000352e+01,4.337043818181817931e-03
5.807300000000000040e+01,1.795999999999999943e+02,5.769400000000000261e+01,3.049512317882119164e-04
1.699800000000000111e+01,1.541399999999999864e+02,5.481799999999999784e+01,1.316033284441458541e-02
4.703499999999999659e+01,1.511599999999999966e+02,5.544700000000000273e+01,8.387376214785215211e-04
1.926699999999999875e+02,2.633199999999999932e+02,5.835799999999999699e+01,9.934489916133864423e-03
3.976400000000000290e+01,1.013199999999999932e+02,5.265100000000000335e+01,4.855105854145853298e-04
1.296399999999999864e+02,1.190600000000000023e+02,6.592499999999999716e+01,5.328950660439560295e-04
2.200399999999999920e+02,1.590099999999999909e+02,6.391199999999999903e+01,8.045914190809190644e-04
2.522500000000000000e+02,7.563700000000000045e+01,5.892699999999999960e+01,6.800551818181817601e-04
2.015800000000000125e+01,2.882999999999999829e+01,5.250600000000000023e+01,-1.223148635364635489e-04
5.598799999999999955e+01,5.353799999999999670e+01,4.748100000000000165e+01,3.668342707832168855e-04
1.844799999999999898e+02,1.035399999999999920e+01,5.966400000000000148e+01,1.309645459140859093e-02
2.422199999999999989e+02,1.522400000000000091e+02,6.368399999999999750e+01,5.263526809190807818e-04
5.258899999999999864e+01,6.997300000000000075e+00,4.563499999999999801e+01,7.824407053946052723e-03
2.141800000000000068e+02,8.555800000000000693e+01,5.943599999999999994e+01,4.685804876123876583e-04
2.586899999999999977e+02,2.443499999999999943e+02,5.492099999999999937e+01,4.325880234365633500e-03
1.538499999999999943e+02,5.667799999999999727e+01,4.621999999999999886e+01,2.261382697302696500e-05
1.550099999999999909e+02,1.240799999999999947e+01,5.396999999999999886e+01,1.454620987722277624e-02
6.764900000000000091e+01,1.574199999999999875e+02,6.236599999999999966e+01,7.315851464535465384e-04
1.260499999999999972e+02,5.557600000000000051e+01,4.301800000000000068e+01,9.904684120879119619e-04
1.106200000000000045e+02,4.207000000000000028e+01,4.288400000000000034e+01,5.162729402597402047e-04
3.005900000000000105e+01,1.418000000000000114e+02,5.397800000000000153e+01,-3.338650249750251973e-06
8.685200000000000387e+01,1.789799999999999969e+01,4.978799999999999670e+01,3.913241778221778280e-03
1.238000000000000078e+01,2.115099999999999909e+02,5.128099999999999881e+01,1.916894269810189705e-02
2.222800000000000011e+02,1.829600000000000080e+02,6.363100000000000023e+01,1.786467305694305777e-04
1.739600000000000080e+01,1.003599999999999994e+02,5.863499999999999801e+01,1.466259250499500448e-02
1.239000000000000057e+02,2.561200000000000045e+02,5.328000000000000114e+01,1.579917084438561478e-02
2.047100000000000080e+02,2.245999999999999943e+02,6.333899999999999864e+01,4.465753404595404963e-04
2.577400000000000091e+02,3.355299999999999727e+01,5.799099999999999966e+01,1.037171359000998994e-02
1.901800000000000068e+01,2.091200000000000045e+02,4.942300000000000182e+01,8.439826291708290001e-04
4.091199999999999903e+01,1.430600000000000023e+02,5.480499999999999972e+01,3.345431202797202914e-04
6.145999999999999908e+00,1.171500000000000057e+02,6.056900000000000261e+01,2.210007911808191741e-02
1.137999999999999972e+02,1.871399999999999864e+02,6.234199999999999875e+01,4.595203066933077314e-05
1.276400000000000006e+02,6.998999999999999666e+00,4.976299999999999812e+01,7.226329478621378727e-03
1.087600000000000051e+02,1.814199999999999875e+02,6.395100000000000051e+01,-1.844847759240759175e-03
1.748799999999999910e+00,1.048499999999999943e+02,6.184300000000000352e+01,2.133931784215784694e-03
1.120600000000000023e+02,2.126999999999999886e+02,5.529399999999999693e+01,6.046006917282717268e-04
1.961599999999999966e+02,2.573199999999999932e+02,6.033299999999999841e+01,1.048863644265734217e-02
1.155199999999999960e+02,9.365999999999999659e+01,5.150500000000000256e+01,3.700708728271728007e-04
1.529099999999999966e+02,7.272400000000000375e+01,4.788600000000000279e+01,1.951081615384615516e-04
1.947400000000000091e+02,1.987100000000000080e+02,6.727200000000000557e+01,6.452086531468532050e-04
1.289499999999999886e+02,6.318999999999999773e+01,4.451200000000000045e+01,5.531126463536468059e-05
8.334600000000000364e+01,1.809000000000000057e+02,6.246800000000000352e+01,2.555514896103895780e-04
7.592400000000000659e+01,9.853799999999999670e+01,4.884000000000000341e+01,8.436045905794206223e-04
2.384900000000000091e+02,1.717500000000000000e+02,6.168900000000000006e+01,1.054856736963036967e-04
9.393300000000000693e+01,5.427400000000000091e+01,4.665500000000000114e+01,7.362402449550449479e-04
7.125100000000000477e+01,1.161700000000000017e+02,5.566899999999999693e+01,1.589313906093905765e-04
1.178100000000000023e+02,1.021200000000000045e+02,5.461899999999999977e+01,3.671959812187812044e-04
4.999799999999999756e+01,5.189099999999999824e+01,4.885699999999999932e+01,9.434931593406592661e-04
1.875000000000000000e+02,1.320399999999999920e+02,6.908499999999999375e+01,4.888018417582417480e-04
2.056200000000000045e+02,7.345999999999999375e+01,5.540599999999999881e+01,6.896531672527472746e-04
1.252399999999999949e+02,2.477700000000000102e+02,5.271699999999999875e+01,1.774938970359640289e-03
7.287800000000000011e+01,5.331300000000000239e+01,4.610300000000000153e+01,-2.028750584215784590e-04
9.959400000000000475e+00,2.290099999999999909e+02,5.007000000000000028e+01,-6.408134095904096088e-05
1.352800000000000011e+02,9.821999999999999886e+01,5.621500000000000341e+01,2.296575486513486913e-04
9.526800000000000068e+01,2.286899999999999977e+02,5.089900000000000091e+01,8.915249330669332175e-05
1.552800000000000011e+02,1.532299999999999898e+02,7.109999999999999432e+01,1.086865176823176814e-02
1.952800000000000011e+02,1.385800000000000125e+02,6.850400000000000489e+01,4.056723224675324278e-04
2.853300000000000125e+01,1.939000000000000057e+02,5.072899999999999920e+01,2.209209830949051059e-03
9.158499999999999375e+01,1.771299999999999955e+02,6.601399999999999579e+01,-4.830160522477522519e-04
4.458899999999999864e+01,2.112700000000000102e+02,5.161800000000000210e+01,4.992114776223775764e-04
7.870000000000000107e+00,5.692099999999999937e+01,5.575900000000000034e+01,2.899892932967032891e-03
1.633199999999999932e+02,8.994500000000000384e+00,5.703399999999999892e+01,2.402976803996003871e-02
1.750900000000000034e+02,6.462999999999999545e+01,5.263799999999999812e+01,2.531740238761238959e-04
1.064699999999999989e+02,2.351200000000000045e+02,5.050800000000000267e+01,5.850834318681319901e-04
1.766299999999999955e+02,1.762899999999999920e+02,7.086400000000000432e+01,2.043612717882117998e-04
2.233700000000000045e+02,5.828099999999999881e+01,5.829699999999999704e+01,1.142101423876123838e-03
2.462900000000000134e+01,6.127100000000000080e+01,5.459599999999999653e+01,6.060125604395603851e-04
1.863199999999999932e+02,2.350800000000000125e+02,6.471899999999999409e+01,-1.774035002997003177e-04
