x,y,z,mean_curvature
2.332400000000000091e+02,1.752500000000000000e+02,6.325800000000000267e+01,-7.259514748251749520e-03
2.641700000000000159e+02,2.508799999999999955e+02,5.204999999999999716e+01,-1.559502497502487169e-04
7.469299999999999784e+01,6.203000000000000114e+01,4.662899999999999778e+01,-2.034898277722277729e-02
2.099099999999999966e+01,1.077699999999999960e+02,5.874000000000000199e+01,-1.589051865134865141e-02
9.406199999999999761e+01,1.026299999999999955e+02,5.238100000000000023e+01,-1.413119487512487504e-02
1.038100000000000023e+02,9.974099999999999966e+01,5.477000000000000313e+01,-9.740322630369628934e-03
1.277399999999999949e+02,1.261700000000000017e+02,7.211299999999999955e+01,9.378752947052947098e-02
1.300799999999999912e+01,1.140000000000000000e+02,5.965899999999999892e+01,1.482895525974026012e-02
2.152799999999999869e+01,9.851499999999999702e+00,4.707200000000000273e+01,-1.619818721278721077e-02
8.619899999999999451e+00,1.803400000000000034e+02,5.441599999999999682e+01,-1.458328390609390547e-02
1.226399999999999935e+01,4.234599999999999653e+01,5.506900000000000261e+01,2.176898791208790786e-03
1.936200000000000045e+02,5.349600000000000222e+01,5.357300000000000040e+01,2.477318084915084134e-03
8.619100000000000250e+01,2.409699999999999989e+02,5.172299999999999898e+01,-1.059497177222777295e-02
2.385900000000000034e+02,1.794699999999999989e+02,6.028399999999999892e+01,4.220483041858140785e-03
1.716999999999999886e+02,5.709100000000000108e+01,5.053099999999999881e+01,5.918041968031968140e-04
1.244500000000000028e+02,1.075499999999999972e+02,5.678600000000000136e+01,-9.343727048951047665e-03
2.029999999999999805e+00,1.880000000000000071e+01,4.952000000000000313e+01,-1.395505150249750324e-02
2.143600000000000136e+02,1.421899999999999977e+02,6.429099999999999682e+01,-7.937658969030970263e-03
1.390900000000000034e+02,3.874699999999999989e+01,4.612800000000000011e+01,-6.809299293706294956e-03
2.289099999999999966e+02,1.349000000000000021e+01,5.556199999999999761e+01,7.929942456543456406e-03
2.155300000000000011e+02,2.457599999999999909e+02,5.992399999999999949e+01,1.394748446553447123e-03
1.212800000000000011e+02,2.141599999999999966e+02,5.635499999999999687e+01,-2.901869315624375917e-02
6.856699999999999307e+01,1.437899999999999920e+02,6.337700000000000244e+01,-1.064295090209792802e-03
1.743499999999999943e+02,1.293199999999999932e+02,6.862199999999999989e+01,-6.061619109890110761e-03
1.893799999999999955e+02,1.152600000000000051e+02,6.626600000000000534e+01,-2.196443716283716548e-03
1.994300000000000068e+02,2.337199999999999989e+02,6.321800000000000352e+01,-4.992418928071928538e-03
2.283600000000000136e+02,1.910600000000000023e+02,6.075600000000000023e+01,5.504436806193805862e-03
2.487399999999999878e+01,2.141299999999999955e+02,4.953600000000000136e+01,-6.294075087912087869e-03
1.066400000000000006e+02,2.513400000000000034e+02,5.003099999999999881e+01,6.167084309690310483e-03
1.492900000000000027e+01,1.323799999999999955e+01,4.849000000000000199e+01,-9.066092392607394065e-03
1.663300000000000125e+02,1.441299999999999955e+02,6.945300000000000296e+01,-9.811984943056944325e-03
4.183299999999999841e+01,6.903100000000000591e+01,5.150999999999999801e+01,-2.018203276723277637e-03
6.710399999999999920e+01,1.635900000000000034e+02,6.049300000000000210e+01,-9.013706628371627103e-03
6.106000000000000227e+01,1.965999999999999943e+02,5.520400000000000063e+01,-1.280186232727272520e-02
9.427299999999999613e+01,6.273700000000000188e+01,4.548100000000000165e+01,-1.758152542457542405e-02
4.688700000000000045e+01,1.450200000000000102e+02,5.663600000000000279e+01,-1.021001916083916217e-02
2.519999999999999929e+01,2.401500000000000057e+02,5.009199999999999875e+01,-3.812587857142857653e-03
2.342699999999999960e+01,9.437500000000000000e+01,5.531700000000000017e+01,-6.630936593406593429e-03
3.407700000000000173e+00,2.539099999999999966e+02,4.925399999999999778e+01,4.493209826173826145e-03
2.436500000000000057e+02,1.055199999999999960e+01,5.379899999999999949e+01,-1.808658850149849270e-03
6.860699999999999932e+01,1.351200000000000045e+01,4.706600000000000250e+01,-1.122837307692308925e-03
2.225399999999999920e+02,2.068100000000000023e+02,5.954200000000000159e+01,8.591986758241760419e-03
2.149300000000000068e+02,2.533499999999999943e+02,5.921399999999999864e+01,-1.021779989010989168e-02
4.543399999999999750e+01,2.605799999999999983e+01,4.968900000000000006e+01,3.432342117882119115e-03
5.350300000000000011e+01,1.499199999999999875e+02,5.748100000000000165e+01,3.815227344655344657e-03
4.597899999999999920e+01,2.286399999999999864e+02,5.084000000000000341e+01,4.848828181818182052e-04
2.556899999999999977e+02,1.661800000000000068e+02,6.026599999999999824e+01,-9.436738161838164034e-04
1.888199999999999932e+02,9.226999999999999602e+01,6.021600000000000108e+01,5.393717282717283741e-04
2.497199999999999989e+02,1.500699999999999967e+01,5.479299999999999926e+01,6.612587272727272472e-04
2.080000000000000000e+02,2.095399999999999920e+02,6.268399999999999750e+01,1.083802417582417459e-03
2.291299999999999955e+02,2.196500000000000057e+02,5.833500000000000085e+01,-1.529783715284714759e-03
2.218600000000000136e+02,1.291599999999999966e+02,6.314600000000000080e+01,2.196382195804195102e-03
7.001999999999999602e+01,1.260300000000000011e+02,5.801800000000000068e+01,-9.908166668331667287e-03
9.701099999999999568e+01,9.604000000000000625e+01,5.126299999999999812e+01,-8.529099915684316621e-03
2.461999999999999886e+02,2.946600000000000108e+01,5.715400000000000347e+01,4.398803439560439003e-03
2.289000000000000057e+02,1.468899999999999864e+02,6.359400000000000119e+01,-6.466737422577423754e-03
2.507899999999999920e+02,1.956699999999999875e+02,5.730199999999999960e+01,-7.083484215784208561e-04
4.464800000000000324e+01,6.187500000000000000e+01,4.955799999999999983e+01,-8.338812247252747056e-03
2.349699999999999989e+01,8.541200000000000614e+01,5.578799999999999670e+01,-9.519714037962041797e-03
2.365999999999999943e+02,2.061599999999999966e+02,5.695199999999999818e+01,-6.414214889110889627e-03
1.985999999999999943e+02,7.627299999999999613e+01,5.580899999999999750e+01,-3.997284848151851956e-04
1.324900000000000091e+02,5.434799999999999898e+01,4.305400000000000205e+01,-1.125878495204795347e-02
1.406299999999999955e+02,1.293699999999999939e+01,5.069599999999999795e+01,-6.971463773226774067e-03
1.019699999999999989e+02,1.851899999999999977e+02,6.242600000000000193e+01,-4.782509862037961912e-02
1.344199999999999875e+02,5.891100000000000136e+01,4.485199999999999676e+01,-1.600751579920079923e-02
1.151899999999999977e+02,2.619599999999999795e+02,5.113400000000000034e+01,-2.267604415584416160e-03
2.460999999999999943e+02,1.729799999999999898e+02,5.980799999999999983e+01,-2.866520846153845781e-03
2.271699999999999875e+01,1.573799999999999955e+02,5.489800000000000324e+01,-1.445718305694305723e-03
7.482099999999999795e+01,1.715000000000000000e+02,6.095300000000000296e+01,-3.146179008991008275e-03
1.916200000000000045e+02,1.126600000000000001e+01,5.984799999999999898e+01,3.119609896103895264e-03
4.681700000000000017e+01,2.208799999999999955e+02,5.083899999999999864e+01,-1.278823475724275710e-02
3.267999999999999972e+01,2.605600000000000023e+02,4.214000000000000057e+01,-2.018945063536463705e-02
2.214000000000000057e+02,2.167800000000000011e+02,5.959300000000000352e+01,-7.116750139860140642e-03
1.576800000000000068e+02,2.115900000000000034e+02,6.988700000000000045e+01,-8.039175317682315317e-03
1.080400000000000027e+01,2.586299999999999955e+02,4.905700000000000216e+01,-6.883332787412587209e-03
1.421699999999999875e+02,2.191500000000000057e+02,6.472700000000000387e+01,2.482551204795205042e-03
4.692699999999999960e+01,1.237399999999999949e+02,5.573400000000000176e+01,-1.936838556443555917e-03
1.028400000000000034e+02,1.450500000000000114e+02,7.232800000000000296e+01,3.674798791208791493e-02
1.695800000000000125e+02,7.190200000000000102e+01,5.308400000000000318e+01,-1.571630315684315743e-02
2.544300000000000068e+02,2.166800000000000068e+02,5.376899999999999835e+01,-1.654497406793206671e-02
8.481699999999999307e+01,2.097400000000000091e+02,5.575500000000000256e+01,-1.355530592407592529e-02
1.805099999999999909e+02,8.159300000000000352e+01,5.663600000000000279e+01,-2.643946029970028946e-03
1.371599999999999966e+02,2.542399999999999949e+01,4.644200000000000017e+01,2.098194414585414017e-03
1.278299999999999983e+02,2.033499999999999943e+02,6.243399999999999750e+01,-9.977985615484515763e-03
3.907000000000000028e+01,6.171300000000000097e+01,5.128600000000000136e+01,-6.176575195804195027e-03
3.407200000000000273e+01,2.137400000000000091e+02,4.981300000000000239e+01,-7.695220629370629409e-03
4.845600000000000307e+01,2.576999999999999886e+02,4.466499999999999915e+01,5.124816713286713468e-03
8.512399999999999523e+01,3.929899999999999949e+01,4.737199999999999989e+01,1.902588751248750687e-03
8.701900000000000190e+00,1.639499999999999886e+02,5.662599999999999767e+01,7.866265080919081221e-03
2.432500000000000000e+02,9.917600000000000193e+01,6.439799999999999613e+01,-8.294040449550446267e-04
2.543799999999999955e+02,1.790600000000000023e+02,5.995600000000000307e+01,-4.118385944055944110e-03
6.459300000000000352e+01,2.221599999999999966e+02,5.199699999999999989e+01,-1.365279576923076818e-02
9.242799999999999727e+01,2.462400000000000091e+02,5.095000000000000284e+01,-4.057499430569430805e-03
1.179099999999999966e+02,3.821200000000000330e+01,4.357200000000000273e+01,-9.824340472527472862e-03
1.515999999999999943e+02,4.828300000000000125e+01,4.847899999999999920e+01,-8.306840759240742827e-05
4.823899999999999721e+01,1.582599999999999909e+02,5.518200000000000216e+01,-2.205896952347652026e-02
1.320699999999999932e+02,1.061800000000000068e+02,5.865899999999999892e+01,-8.262209660339659215e-03
1.412800000000000011e+02,2.359399999999999977e+02,5.730899999999999750e+01,-4.489164117882117611e-03
1.223900000000000006e+02,2.227899999999999920e+02,5.690699999999999648e+01,5.123585154845144247e-04
7.722199999999999420e+01,1.315000000000000000e+02,6.199499999999999744e+01,-1.240905419580419500e-02
2.460999999999999943e+02,2.575799999999999841e+02,5.394500000000000028e+01,4.845560139860128962e-04
1.576500000000000057e+02,8.331799999999999784e+01,5.304500000000000171e+01,-2.060841159940060216e-02
2.989600000000000080e+01,1.344499999999999886e+02,5.562899999999999778e+01,-9.848411274725275139e-03
5.896200000000000330e+00,9.527599999999999625e+01,6.087899999999999778e+01,-7.964053816183817164e-03
3.178999999999999915e+01,1.063100000000000023e+02,5.577499999999999858e+01,3.795003558441558539e-03
3.644200000000000017e+01,1.381800000000000068e+02,5.489500000000000313e+01,-8.371601068931070269e-03
7.292100000000000648e+01,7.348499999999999588e+00,4.778399999999999892e+01,-8.435649531468530568e-03
2.544799999999999898e+02,2.384300000000000068e+02,5.482300000000000040e+01,1.509555684315684425e-02
1.290200000000000102e+02,1.685399999999999920e+02,7.020999999999999375e+01,-2.699523930569430394e-02
9.411400000000000432e+00,2.207899999999999920e+02,5.155100000000000193e+01,-1.563730704295705895e-03
1.276899999999999977e+02,7.067700000000000671e+01,4.577600000000000335e+01,-1.407412329870129895e-02
1.395699999999999932e+02,3.290000000000000036e+00,4.886999999999999744e+01,-5.689055490509489950e-03
1.246899999999999977e+02,1.145100000000000051e+02,6.251400000000000290e+01,-2.018186693106892998e-02
9.716500000000000625e+01,2.215000000000000000e+02,5.261099999999999710e+01,-1.361715544855144830e-02
1.353700000000000081e+01,1.069200000000000017e+02,5.979599999999999937e+01,-1.208855831506493346e-02
5.887199999999999989e+00,2.468899999999999864e+02,5.100000000000000000e+01,-1.216241179820180124e-02
1.064200000000000017e+02,1.971200000000000063e+00,4.914000000000000057e+01,2.108131368631337166e-04
1.045900000000000034e+02,2.071299999999999955e+02,5.665899999999999892e+01,-7.250750288711288634e-03
7.673699999999999477e+01,7.678000000000000114e+01,4.755400000000000205e+01,-8.074186215784217441e-03
2.377800000000000011e+02,2.641700000000000159e+01,5.603099999999999881e+01,1.243643616383617763e-03
1.104599999999999937e+02,2.280200000000000102e+02,5.140999999999999659e+01,3.891104785214785818e-03
1.430699999999999932e+02,1.414099999999999966e+02,7.390500000000000114e+01,2.730547362637363029e-02
3.262500000000000000e+01,4.898499999999999943e+01,5.084700000000000131e+01,-1.761824252447552128e-02
1.047100000000000009e+01,2.524699999999999989e+02,4.987700000000000244e+01,-6.069017373626373231e-03
5.807999999999999829e+01,2.052899999999999920e+02,5.212599999999999767e+01,-6.003423809190811498e-03
9.358100000000000307e+01,2.395200000000000102e+02,5.150399999999999778e+01,-5.292065668331667229e-03
1.074799999999999933e+01,1.444300000000000068e+02,5.854399999999999693e+01,-8.663454113886126561e-04
1.488300000000000125e+02,8.673199999999999932e+01,5.400000000000000000e+01,6.116685278821179864e-03
1.961999999999999886e+02,2.195999999999999943e+02,6.521099999999999852e+01,1.615196296703296213e-03
2.346299999999999955e+02,8.565300000000000580e+00,5.434300000000000352e+01,-9.116246351648373773e-04
5.807300000000000040e+01,1.795999999999999943e+02,5.769400000000000261e+01,4.512251091908092357e-03
1.699800000000000111e+01,1.541399999999999864e+02,5.481799999999999784e+01,-1.225863760739260601e-02
4.703499999999999659e+01,1.511599999999999966e+02,5.544700000000000273e+01,-4.547400374625375045e-03
1.926699999999999875e+02,2.633199999999999932e+02,5.835799999999999699e+01,3.845014073926072626e-03
3.976400000000000290e+01,1.013199999999999932e+02,5.265100000000000335e+01,-4.056516375624374948e-03
1.296399999999999864e+02,1.190600000000000023e+02,6.592499999999999716e+01,-8.471672507492505888e-03
2.200399999999999920e+02,1.590099999999999909e+02,6.391199999999999903e+01,-1.188173148911088849e-02
2.522500000000000000e+02,7.563700000000000045e+01,5.892699999999999960e+01,-1.951277122877120656e-04
2.015800000000000125e+01,2.882999999999999829e+01,5.250600000000000023e+01,-2.815582454545454295e-03
5.598799999999999955e+01,5.353799999999999670e+01,4.748100000000000165e+01,-8.586645092907093865e-03
1.844799999999999898e+02,1.035399999999999920e+01,5.966400000000000148e+01,-8.328707172827170407e-03
2.422199999999999989e+02,1.522400000000000091e+02,6.368399999999999750e+01,3.222745754245751200e-04
5.258899999999999864e+01,6.997300000000000075e+00,4.563499999999999801e+01,-1.305147475524475603e-02
2.141800000000000068e+02,8.555800000000000693e+01,5.943599999999999994e+01,2.187626413586414489e-03
2.586899999999999977e+02,2.443499999999999943e+02,5.492099999999999937e+01,5.154890306693305814e-03
1.538499999999999943e+02,5.667799999999999727e+01,4.621999999999999886e+01,2.428159000999000842e-03
1.550099999999999909e+02,1.240799999999999947e+01,5.396999999999999886e+01,5.294921468531469007e-03
6.764900000000000091e+01,1.574199999999999875e+02,6.236599999999999966e+01,-6.762795294705295154e-03
1.260499999999999972e+02,5.557600000000000051e+01,4.301800000000000068e+01,-7.241392668331668794e-03
1.106200000000000045e+02,4.207000000000000028e+01,4.288400000000000034e+01,-1.428196201798201739e-02
3.005900000000000105e+01,1.418000000000000114e+02,5.397800000000000153e+01,-1.149335520479519970e-03
8.685200000000000387e+01,1.789799999999999969e+01,4.978799999999999670e+01,-1.284074925074925148e-02
1.238000000000000078e+01,2.115099999999999909e+02,5.128099999999999881e+01,7.205478271728270497e-03
2.222800000000000011e+02,1.829600000000000080e+02,6.363100000000000023e+01,1.823119748251748537e-03
1.739600000000000080e+01,1.003599999999999994e+02,5.863499999999999801e+01,-6.574781438561437194e-03
1.239000000000000057e+02,2.561200000000000045e+02,5.328000000000000114e+01,-2.018392024175824292e-02
2.047100000000000080e+02,2.245999999999999943e+02,6.333899999999999864e+01,-5.006631023976023526e-03
2.577400000000000091e+02,3.355299999999999727e+01,5.799099999999999966e+01,-8.153858259811189862e-03
1.901800000000000068e+01,2.091200000000000045e+02,4.942300000000000182e+01,-7.314638353646352696e-03
4.091199999999999903e+01,1.430600000000000023e+02,5.480499999999999972e+01,-1.907423236763236508e-03
6.145999999999999908e+00,1.171500000000000057e+02,6.056900000000000261e+01,2.052133841158841274e-02
1.137999999999999972e+02,1.871399999999999864e+02,6.234199999999999875e+01,-3.213741279120879701e-02
1.276400000000000006e+02,6.998999999999999666e+00,4.976299999999999812e+01,-1.019517348951048952e-02
1.087600000000000051e+02,1.814199999999999875e+02,6.395100000000000051e+01,3.641703778221777425e-03
1.748799999999999910e+00,1.048499999999999943e+02,6.184300000000000352e+01,4.675625027972028433e-03
1.120600000000000023e+02,2.126999999999999886e+02,5.529399999999999693e+01,-1.624709093906093887e-02
1.961599999999999966e+02,2.573199999999999932e+02,6.033299999999999841e+01,1.967446360639361121e-03
1.155199999999999960e+02,9.365999999999999659e+01,5.150500000000000256e+01,-1.417209979220779292e-02
1.529099999999999966e+02,7.272400000000000375e+01,4.788600000000000279e+01,-4.604223479520479050e-03
1.947400000000000091e+02,1.987100000000000080e+02,6.727200000000000557e+01,-1.081309346653346742e-02
1.289499999999999886e+02,6.318999999999999773e+01,4.451200000000000045e+01,-1.075648737662337692e-02
8.334600000000000364e+01,1.809000000000000057e+02,6.246800000000000352e+01,1.477329417282717203e-02
7.592400000000000659e+01,9.853799999999999670e+01,4.884000000000000341e+01,-4.532926751248750330e-03
2.384900000000000091e+02,1.717500000000000000e+02,6.168900000000000006e+01,3.816698809090908733e-03
9.393300000000000693e+01,5.427400000000000091e+01,4.665500000000000114e+01,2.496391008991002860e-04
7.125100000000000477e+01,1.161700000000000017e+02,5.566899999999999693e+01,-1.782134491408591745e-02
1.178100000000000023e+02,1.021200000000000045e+02,5.461899999999999977e+01,-1.279168064835164813e-02
4.999799999999999756e+01,5.189099999999999824e+01,4.885699999999999932e+01,-2.732660512487512967e-03
1.875000000000000000e+02,1.320399999999999920e+02,6.908499999999999375e+01,-5.862317097902098456e-03
2.056200000000000045e+02,7.345999999999999375e+01,5.540599999999999881e+01,-5.990801618381618940e-03
1.252399999999999949e+02,2.477700000000000102e+02,5.271699999999999875e+01,1.985796203796204046e-03
7.287800000000000011e+01,5.331300000000000239e+01,4.610300000000000153e+01,-4.756378651348650705e-03
9.959400000000000475e+00,2.290099999999999909e+02,5.007000000000000028e+01,-3.566360439560439018e-04
1.352800000000000011e+02,9.821999999999999886e+01,5.621500000000000341e+01,-2.155814285714285558e-02
9.526800000000000068e+01,2.286899999999999977e+02,5.089900000000000091e+01,-1.144228598401598324e-02
1.552800000000000011e+02,1.532299999999999898e+02,7.109999999999999432e+01,-1.177725054945054917e-01
1.952800000000000011e+02,1.385800000000000125e+02,6.850400000000000489e+01,-6.000853925774225078e-03
2.853300000000000125e+01,1.939000000000000057e+02,5.072899999999999920e+01,-7.873965712287711582e-03
9.158499999999999375e+01,1.771299999999999955e+02,6.601399999999999579e+01,-2.561996126873127000e-02
4.458899999999999864e+01,2.112700000000000102e+02,5.161800000000000210e+01,2.018316713286713148e-03
7.870000000000000107e+00,5.692099999999999937e+01,5.575900000000000034e+01,-2.884648531468531583e-03
1.633199999999999932e+02,8.994500000000000384e+00,5.703399999999999892e+01,8.195029138861137374e-03
1.750900000000000034e+02,6.462999999999999545e+01,5.263799999999999812e+01,-6.682775038681317871e-03
1.064699999999999989e+02,2.351200000000000045e+02,5.050800000000000267e+01,-8.779927642357646111e-03
1.766299999999999955e+02,1.762899999999999920e+02,7.086400000000000432e+01,8.501422240759238733e-03
